,Month 1,Month 2,Month 3,Month 4,Month 5
1RDDMUM59,1,0,0,0,0
1FNUNO04,11,3,4,19,18
1RDNLUC36,5,5,0,3,1
1FNKSH09,1,2,2,4,2
1FDKAN155,10,8,14,8,0
1RDDMUM08,6,3,2,2,3
1FDBOM321,8,5,3,7,3
1FNGKP12,1,5,10,11,10
1FNKAN72,5,5,0,3,11
1FNJDP56,9,6,4,3,7
1FDBHL35,4,2,0,0,0
1CRRJBN01,6,11,20,17,12
1CRGJBV01,1,2,5,4,2
1FNGDH01,4,1,0,1,0
1FDJDP51,3,3,2,3,2
1FWKOL233,7,6,8,5,7
1FNMEH52,4,5,1,2,2
1RDDVAR05,9,9,19,12,12
1FDRGH15,2,5,7,2,1
1FNJUN11,4,0,0,3,1
1FNUDP54,5,3,7,5,0
1CRHMHTH01,9,7,7,8,12
1FDLUC111,11,15,5,7,9
1FNVAR43,4,0,0,0,0
1FNBOM60,21,16,1,1,0
1FNKOL219,4,0,2,1,0
1FNKAN180,14,8,11,5,2
1FNKOL208,2,4,2,4,3
1FNVAR58,3,7,3,4,1
1FNKAN77,3,5,0,7,0
1FNMLD01,3,3,4,4,1
1FDKOL163,12,16,6,7,3
1RDDFTP01,8,11,7,6,9
1CRHUPLU01,7,6,12,16,13
1CRRJKO02,5,5,6,11,9
1FNVAR85,10,3,3,6,10
1CRHUPVA10,4,2,1,5,10
1DBA07711,3,4,3,1,1
1CRGJKH10,18,3,3,4,2
1RDWANA11,7,9,10,9,2
1FNMEH34,2,2,5,5,1
1FDBOT04,6,6,7,13,4
1CRHUPVA02,7,1,4,4,12
1CRGJGN01,5,4,6,5,6
1RDNAHM42,4,3,2,1,3
1FNVAR48,2,4,2,4,0
1CRGJAH12,4,4,4,13,3
1FNUNO02,11,2,8,20,13
1FNJLR10,8,4,6,0,7
1FNAHM121,3,2,2,2,0
1RDWBHL03,4,6,14,11,2
1FNCHU22,4,1,0,0,0
1RDWCHT02,7,4,12,8,5
1RDDVAR01,12,22,15,6,10
1FNJAI123,11,1,4,0,2
1FNKAN60,12,1,4,4,9
1FNJMG17,4,4,1,7,5
1FNAHM113,2,8,9,6,0
1FDBOM169,6,24,19,14,57
1FDJAI71,3,1,6,9,14
1FDBHA08,6,2,1,2,4
1CRGJPT01,12,11,3,7,13
1FWAHM202,3,8,5,12,9
1FDJSL06,4,8,4,5,3
1RDWBOM25,5,4,2,5,5
1FNVAR46,6,9,6,2,3
1CRHUPVA07,12,20,15,7,13
1CRUPFZ03,4,8,7,5,8
1RDWKMR01,1,5,1,7,7
1CRRJBL04,8,11,7,3,4
1CRHGJAH01,6,5,7,6,29
1CRGJKH09,1,3,4,4,1
1FNPTP24,9,9,10,7,4
1FDAMR14,3,5,1,4,1
1CRGJSN03,3,5,9,5,7
1CRRJAJ501,10,14,15,20,18
1FNSUL13,8,8,4,5,15
1FNKOT58,8,13,10,3,2
1RDWMDR01,2,2,3,3,2
1FNKOT51,5,6,3,2,1
1RDNANA08,3,3,8,1,2
1FNKOT17,3,11,7,7,7
1FNBND04,4,3,0,1,1
1CRRJBU03,9,3,0,3,5
1FNANA32,16,9,6,2,10
1FWAHM211,4,1,3,1,4
1FNPTP12,2,5,9,7,1
1FNSUL14,6,5,7,10,20
1FNKHD24,5,3,4,2,2
1FDABN41,11,9,8,10,17
1FNKAN113,8,1,11,11,11
1FNALD82,3,3,2,0,3
1FNANA31,6,7,0,2,6
1FNKOL209,1,0,0,3,1
1FDBOM109,5,0,0,0,0
1FNANA30,5,6,3,8,4
1FNRAJ46,1,1,0,0,0
1FNKAN43,3,0,1,1,4
1FNAHM70,5,4,6,1,0
1CRRJPG02,3,7,13,6,6
1CRGJAH04,9,7,5,9,10
1FNCND08,3,3,5,4,5
1FNGGN18,3,3,3,0,3
1FNKAN91,8,13,3,12,5
1FNKHD06,7,1,1,2,0
1FNVAR94,2,2,2,0,0
1FNVAR45,3,0,2,2,10
1FNPLI13,1,1,3,5,2
1RDNKOL57,3,7,5,11,8
1FNKAN138,6,4,1,0,0
1FNFTP12,12,8,14,8,5
1FNRAJ31,1,0,0,0,0
1CRHGJAN05,8,3,7,5,6
1FNBHA03,6,2,9,0,4
1FNIMP03,7,4,3,3,1
1CRGJKH02,2,1,8,9,5
1FDJAI79,1,3,1,9,9
1DBA04741,4,4,3,4,6
1RDNKAN17,3,3,3,2,4
1FNJAI53,15,3,1,7,6
1CRRJJO501,3,8,8,1,2
1FNKHD39,1,5,3,1,4
1FNBNW09,9,8,6,0,3
1FNKAN50,9,8,0,3,4
1FNKAN56,13,18,15,17,7
1FNHMP05,4,3,9,6,0
1RDDMUM03,6,22,2,9,4
1FNSDR08,12,1,4,4,2
1FNMIR14,14,14,11,16,7
1FNKAN129,11,5,6,3,9
1FNRBL42,12,9,8,9,4
1FNSUL39,10,5,6,7,11
1FNDAU14,3,7,3,1,1
1FDJAI126,10,5,6,4,3
1CRRJDA02,2,0,0,0,0
1FNKAN94,20,9,7,4,8
1RDNMEH03,6,1,1,2,3
1FDBOM303,6,4,0,0,0
1RDDJAI27,4,13,9,4,17
1FNPSS05,4,3,2,3,6
1FNSBK04,5,1,2,5,9
1FNSMD08,5,12,7,14,21
1FNKSH27,12,0,0,4,1
1FNKOL106,2,4,3,0,5
1FNRBL30,5,10,5,3,0
1FDRBL48,6,7,7,9,6
1FNAMT33,8,4,11,3,5
1FNJUN09,3,1,0,0,2
1FNJDP36,8,0,1,0,1
1FNJMG40,6,0,0,6,5
1RDNAHM28,3,0,5,2,0
1FNKOL136,10,0,0,2,5
1FNKMR02,8,0,0,0,1
1FDBOM244,6,0,0,0,0
1FNANA26,7,2,1,0,4
1FDBOM178,4,7,5,4,9
1CRGJRJ12,8,4,1,4,0
1FDJHU17,10,5,7,0,4
1FNAMT02,14,5,11,5,10
1FNBHL09,7,6,1,2,0
1FDANA47,9,0,3,4,1
1FNALD108,5,2,8,9,8
1RDNVAR17,2,3,0,3,2
1FNJAI116,6,3,1,2,0
1CRRJJP22,9,8,13,18,17
1FNABN15,9,13,2,1,8
1FNVAR56,10,9,11,1,1
1FDBOM331,3,3,8,0,0
1FNMEH51,1,13,9,3,3
1FNSGN01,2,0,1,1,0
1FNKAN127,1,0,1,2,1
1FDFZB41,12,10,11,4,5
1FNKRI05,1,2,5,6,12
1FNALD90,5,4,10,5,8
1FNPTN04,5,1,4,1,0
1CRGJSK01,3,8,2,6,8
1RDNUDP07,5,11,4,3,2
1FNALD91,3,2,5,2,3
1FDRGH30,14,11,20,6,5
1RDDUNC01,12,11,11,6,9
1FDBOM267,2,8,5,2,1
1RDDMUM75,8,4,6,1,0
1CRHGJAH02,8,9,14,14,14
1FDKAN144,4,9,10,6,8
1FDBOM114,4,1,0,0,0
1FNKSH19,3,14,6,8,7
1FNGDH10,3,0,2,2,5
1FNAHM126,4,1,1,3,2
1FNKOT06,2,1,2,4,7
1FNKOK02,3,0,2,0,0
1DBA07291,2,2,0,6,9
1RDDANA01,4,5,13,7,6
1FNANA44,5,11,2,2,5
1FNKAN86,6,2,0,1,1
1FNSUL42,2,4,10,14,7
1RDWAHM56,12,30,30,4,21
1RDNAHM02,3,2,0,2,0
1FDBOM139,4,7,14,20,1
1CRRJO11,10,11,13,11,16
1FNBOM98,7,7,9,6,10
1RDDMUM42,2,4,6,8,8
1FNBHL25,17,8,11,8,5
1FNAJM61,11,3,5,1,2
1RDDAHM05,2,3,12,4,2
1FNRBL47,4,4,5,4,6
1FNSNE03,1,0,4,1,10
1FNNGU14,11,10,6,12,3
1FDBNK19,12,0,0,0,0
1CRGJAH24,3,7,6,2,10
1RDWPTP02,14,10,16,17,13
1RDWJNP04,15,10,15,16,11
1CRMHTH21,4,5,7,1,12
1FNAHM69,1,0,0,3,8
1CRUPLK12,4,7,5,15,10
1FNAMT11,3,10,4,8,0
1FNKAN35,7,8,10,8,2
1FDBOM345,3,4,10,16,1
1FNJAI153,3,1,3,2,4
1RDDPVL01,10,6,14,1,0
1FNHOW02,8,5,3,4,0
1RDNUDP11,2,0,0,4,18
1FNFTP48,5,6,0,0,0
1RDNKAN19,6,17,8,4,8
1FNALD39,2,0,4,6,3
1FNRAJ37,3,8,6,2,2
1FNDAU08,5,2,0,1,0
1FNUDP33,4,2,3,4,6
1FNABN27,3,3,0,4,2
1FDBOM144,1,0,0,0,0
1FDBOM350,8,2,0,0,0
1FNPTP14,6,7,13,7,5
1FDAJM23,6,0,0,0,0
1FDSRO03,4,8,13,4,13
1FDJAI82,11,2,4,3,2
1CRMHMU08,5,5,3,8,7
1FNFTP10,10,12,10,13,6
1RDNRAJ12,5,7,0,4,2
1RDDAHM14,3,0,0,0,0
1FNJAI84,4,0,4,1,1
1CRUPKN15,7,11,4,8,8
1FNVAR68,2,8,5,7,7
1FNAMT32,17,17,11,25,20
1CRMHMU47,12,7,8,5,11
1RDWABN03,9,11,1,0,2
1FNBAN04,5,2,7,8,24
1RDNRAJ08,6,13,19,13,1
1FNCHU10,10,3,1,3,2
1FNLUC66,2,9,14,12,12
1FDJDP43,6,10,4,6,6
1FNKAN78,3,3,3,5,2
1FNJNP08,7,5,3,6,12
1FDJDP21,9,8,4,9,10
1FNSMD03,7,0,1,0,0
1RDNBOM12,4,1,1,0,0
1FNKHD17,6,8,0,1,2
1CRRJAL04,4,4,2,6,12
1FWJMG44,6,1,4,5,11
1FNBHT01,3,2,5,24,1
1FNBNW18,3,0,3,1,1
1FNJDP16,11,0,1,0,7
1FDPOR06,4,2,2,3,2
1FNRBL40,18,15,20,11,6
1CRGJRJ14,4,5,13,4,2
1FNKAN75,3,4,2,4,1
1CRHUPVA13,5,3,17,14,8
1FNPTN08,3,8,4,2,4
1FNSRO08,1,0,10,14,6
1FNUNO08,2,0,3,8,5
1DBA09732,4,3,5,4,7
1FNUDP19,4,4,2,6,1
1FDDDW01,1,4,3,7,2
1RDDMUM13,3,8,5,4,1
1FNBNW27,9,9,3,0,6
1FDBOM333,3,0,0,0,1
1FNLUC59,13,6,2,8,8
1RDWALD20,2,2,3,6,6
1FNFTP14,8,4,0,5,8
1FNBAL05,5,4,7,10,3
1FDJAI73,10,4,2,4,2
1FDBOM241,5,0,0,0,0
1CRGJAH45,6,7,11,13,5
1CRHUPLU02,6,14,19,12,8
1DBA02691,3,4,2,3,3
1FNANA34,6,1,6,4,6
1FDBIK40,5,0,0,0,0
1FNBIK11,6,5,11,8,2
1FNVAR62,6,5,9,6,12
1CRGJAH37,2,2,4,15,6
1FDBOM263,4,18,19,10,5
1RDDPUN29,5,7,6,11,8
1FDBOM206,3,5,16,5,4
2CRUPLK13,13,11,12,6,25
1CRRJGA02,2,2,8,17,19
1FNAJM72,7,4,4,10,8
1FDRGH39,24,33,12,8,9
1FNKAN76,2,1,9,5,4
1FNAHM80,7,2,5,0,0
1FNLUC103,4,8,12,3,0
1FDJAI134,2,0,0,0,0
1FDBOM394,2,8,7,6,1
1FNCND04,6,19,2,0,1
1FNJAI56,7,1,2,4,11
1FNCHU07,7,10,2,9,10
1FNTNK09,9,8,0,0,4
1FDBOM359,4,4,3,0,0
1CRUPBR01,12,11,10,6,13
1CRRJAJ01,7,12,4,5,13
1CRHGJMB01,7,8,3,14,7
1FNKOL85,6,4,3,1,4
1FDKAN157,14,17,6,4,3
1FNJSL02,8,2,3,0,4
1FNSUL29,16,4,14,6,5
1RDWRVN01,7,18,10,11,7
1CRMHTH11,9,12,11,9,2
1RDWKOT05,2,2,0,2,2
1FNKOL134,5,3,3,1,1
1CRWBBW01,2,1,5,4,4
1FNRAJ35,5,3,6,6,10
1FNKUT11,2,5,0,2,4
1RDWABN01,5,2,3,0,5
1FNIMP04,1,4,0,1,1
1RDWJNP06,14,3,4,17,9
1FNJDP65,8,2,3,2,0
1FNSUL22,8,2,11,11,7
1FNBRM12,9,6,1,0,1
1FNRGH04,7,2,0,1,1
1CRRJGA06,10,11,25,25,21
1FNABN36,6,4,7,9,6
1FNAHM87,4,1,0,4,1
1FNFTP28,5,5,1,10,1
1FDBOM213,2,6,7,1,3
1RDDMUM53,5,0,2,3,0
1FWADR02,7,3,8,7,8
1FNSID01,8,2,7,3,13
1FNLUC70,7,6,1,2,4
1FNAMT05,11,11,4,2,5
1FDSBK15,8,8,5,8,10
1FNDIM01,4,0,0,0,2
1FNABN16,3,11,3,8,10
1FNAJM77,6,3,1,3,1
1CRASEI01,3,6,2,4,11
1FNVAR63,9,7,9,1,14
1CRRJJO03,4,13,10,7,25
1FNKHD52,6,5,1,1,2
1FNKHD57,6,3,3,6,3
1FNBNG03,1,4,1,0,0
1CRMHTH39,5,12,8,4,4
1FNKAN79,9,7,6,5,5
1FDBOM104,12,7,15,17,16
1RDNDAU01,13,3,3,4,1
1FNSVR02,4,4,7,3,2
1FDNGU11,6,7,4,7,3
1FNPTP45,3,3,1,5,4
1FNJUN08,2,3,1,5,2
1FNALD105,8,0,5,2,14
1FNBOM118,14,3,4,6,3
1FDAJM50,15,4,10,1,0
1FNKRI17,4,2,4,3,4
1FNKAN57,3,0,1,5,2
1FDBOM279,3,6,7,0,0
1RDNAJM08,1,1,0,2,1
1FNKRI10,5,3,1,2,0
1FDBDN06,2,0,6,3,6
1FNAHM127,1,2,7,12,6
1FNMRD12,10,3,2,2,1
1CRRJGA05,2,5,3,4,10
1CRMHTH41,9,4,12,11,13
1RDWPTP08,12,17,10,6,0
1RDWVAR24,2,3,17,1,7
1CRRJBR03,5,5,8,7,4
1FDKOL183,4,12,5,4,6
1FDPGS09,5,4,11,5,11
1FDDAR08,1,6,1,3,1
1DBA09734,3,1,3,0,3
1FNKRI04,2,2,0,1,0
1FWRAJ68,1,0,1,1,4
1FNBNG01,8,6,11,1,0
1FNKAN71,11,7,26,9,4
1FDJMG41,7,4,0,0,0
1CRMHMU44,9,5,11,12,17
1FNKCC02,4,0,0,0,0
1FNPOR01,8,7,10,3,6
1FNRBL28,3,4,6,5,0
1FNRAE01,9,1,1,0,6
1FNRBL41,3,6,2,1,5
1FNBIK14,5,0,3,3,3
1RDDAZM01,13,10,18,7,3
1CRRJJH11,5,7,3,4,6
1FDBIK33,7,6,2,6,2
1RDDMUM80,3,1,2,3,4
1FNAJM79,6,4,5,2,1
1CRHUPKA05,1,9,8,4,10
1FNFZB16,11,11,4,10,14
1FDBOM107,7,18,12,7,11
1CRGJAH20,9,7,13,4,11
1FNALD32,9,7,6,1,1
1CRRJBP03,8,6,5,8,11
1CRRJNG02,7,3,7,11,4
1FNBOM72,20,15,12,3,7
1FNRGH02,4,5,1,2,3
1CRRJKO05,8,6,4,6,7
1FDMEH04,7,0,0,0,0
1FNHAO05,8,16,10,8,9
1FNPTP19,13,4,0,5,5
1CRHUPKA06,6,4,14,2,6
1FNDUN03,8,7,3,4,18
1FNKOT44,4,3,4,3,3
1FNBAL03,15,6,9,18,8
1FNAJM42,4,3,8,4,0
1FNKAN68,12,4,2,6,7
1RDWBOM30,5,3,5,5,4
1FNKOL246,3,2,2,1,2
1FNKOL133,4,3,4,4,2
1FNSUL09,7,1,9,3,14
1CRMHMU15,8,12,10,16,1
1FNRBL16,6,10,2,3,1
1FDJLR07,9,1,3,5,4
1FDPSS07,6,4,9,3,11
1FNKOL129,2,9,8,2,0
1RDNBOM11,3,0,1,0,0
1FDAJM49,9,7,9,11,6
1CRRJBP04,3,6,5,2,14
1RDNGHT02,3,3,7,6,2
1FNKAN38,10,2,10,3,3
1RDDMUM89,12,16,8,13,10
1CRWBHR501,9,14,12,2,5
1FDKOT31,5,0,0,0,0
1FNMEH43,3,3,3,6,0
2CRMHMU515,5,14,16,9,12
1FNKAN69,7,7,1,2,7
1FDWTP002,2,3,7,8,2
1RDWPTP05,8,15,8,13,14
1FWALD133,6,0,1,0,5
1RDDLUC25,1,4,11,4,4
1FNKOL217,3,7,4,7,3
1FDKAN151,16,6,6,3,4
1FNSOU03,5,1,3,4,2
1FDBDN21,10,7,11,10,3
1FDKOL128,6,8,4,1,2
1FNABN35,6,6,5,4,9
1RDWPTP06,6,3,2,2,5
1CRRJUD05,2,6,14,6,6
1FNKHD15,4,4,2,2,4
1CRUPVA05,4,5,7,14,20
1RDNSHL01,3,0,0,0,1
1FNKOT15,6,9,9,6,6
1FNJAI151,3,2,2,2,4
1FNRAJ39,3,0,1,2,1
1FNALD30,6,10,3,6,6
1RDWAHM54,2,2,1,0,4
1FDBOM260,2,0,0,0,0
1FNBDN03,6,1,4,5,2
1FDKRI19,7,0,0,0,0
1FNJAI150,7,3,1,2,8
1FNSBK08,9,5,8,6,5
1CRMHMU78,6,0,5,5,5
1FNAMT12,6,6,5,5,5
1FDKUT14,20,0,3,0,1
1FDBOM201,11,0,0,0,0
1CRMHMU25,3,4,4,3,6
1FDBOM391,8,16,2,5,3
1CRRJJP11,7,9,11,18,14
1FNCHU12,2,3,1,0,2
1FNKHD20,17,10,5,1,1
1FNKRI07,5,2,1,7,8
1FNJAI65,5,0,2,2,2
1RDNASA01,1,1,3,10,5
1CRWBBW02,7,5,8,3,8
1CRMHMU28,9,4,8,6,12
1FNBRM01,14,6,5,3,3
1FNKOT43,15,1,3,4,3
1RDWFZB11,6,8,5,3,3
1FDBOM358,6,7,5,8,8
1FNAMR06,1,0,1,0,1
1FNVAR53,8,14,4,1,0
1FDBKU04,4,10,13,11,9
1FNBBN06,7,12,19,3,10
1FDJAI76,3,0,8,5,4
1FNAMR09,3,1,0,2,2
1CRGJKH05,3,1,2,2,3
1FNAMT10,2,5,0,3,3
1FWJMG43,5,2,1,1,0
1FNALD69,1,6,11,7,8
1DBA14052,5,7,1,8,7
1FNMEH53,3,2,2,3,2
1FNBND15,3,15,18,5,6
1FNKHD03,2,1,5,3,5
1FDBOM348,9,5,1,3,7
1FNLUC106,8,2,2,0,0
1FDBOM414,6,13,9,4,9
1FNBHR03,7,9,1,4,3
1CRRJAJ06,1,4,4,5,4
1RDNKOL48,4,8,2,0,0
1CRGJAH13,3,8,3,5,10
1FDBOM282,1,4,4,0,0
1FNKCC21,2,8,11,12,6
1RDWALD23,5,6,7,9,9
1FNKOL229,3,3,0,1,2
1FNHOG02,4,1,0,2,0
2CRWBKL06,5,7,18,11,6
1RDNKOL16,5,4,4,7,4
1FNALD68,9,9,0,8,3
1FNKOT19,7,2,6,1,9
1FNKAN45,10,2,1,5,7
1RDWALD17,4,7,6,5,7
1RDNAHM09,9,0,1,0,1
1RDWCND01,4,4,3,2,3
1FDTNK23,4,4,7,2,5
1FNUDP28,1,6,26,4,13
1FDKAN173,3,9,6,2,0
1FNBBM03,10,4,2,1,0
1FNUTT01,3,12,2,0,4
1FDJAI132,12,0,6,2,10
1FNJDP64,3,2,2,6,2
1FNALD56,2,0,3,21,7
1FNAHM125,2,0,2,1,5
1CRGJBV03,3,0,2,3,2
1CRHUPKA08,2,3,8,2,3
1FNJAI110,3,0,0,0,0
1FNTNK11,4,12,8,13,7
1RDDMUM73,6,11,19,20,11
1FNKHD19,7,0,3,8,1
1FDKAN167,12,10,8,8,15
1FNAMT17,8,12,3,4,1
1FNALD77,8,9,1,1,1
1CRHGJAH03,23,8,5,8,9
1FNPTP48,19,4,0,0,0
1FNAMT20,10,23,2,2,7
1FNSUL03,2,3,9,12,8
1FNJDP17,3,9,4,1,2
1RDNLUC35,1,2,12,6,2
1RDNAHM38,8,0,0,0,0
1RDNVAR19,2,4,3,0,10
1CRUPKN04,5,2,3,2,12
1FNHOG05,6,10,5,2,0
1RDWLUC48,6,4,0,0,0
1FNJNP10,6,8,7,13,6
1FNRAJ16,3,1,2,3,6
1FNBRM09,7,7,8,3,1
1CRRJAJ07,1,7,6,5,9
1FNBHL14,2,2,1,10,1
1FNBHL21,8,4,6,15,7
1FNFTP32,5,4,8,5,4
1FNJAI63,7,16,3,2,4
1FDKRI16,4,9,5,5,4
1RDDLUC14,7,8,7,10,5
1RDDMUM31,5,5,5,7,3
1FWTNA01,1,12,5,6,5
1FNMEH21,14,1,3,4,2
1CRGJMS02,6,5,2,8,4
1RDDKAN06,4,6,3,2,2
1FNKCC10,3,1,0,1,0
1CRGJBK02,16,0,0,0,0
1FNRBL24,5,3,11,6,8
1CRUPKN02,12,14,15,20,11
1RDNAJR01,5,0,2,0,3
2CRRJBP01,3,3,8,2,8
1FDBOM415,6,0,0,0,0
1FNALD129,8,10,16,12,9
1FNLUC77,3,5,3,1,0
1CRGJMS04,1,2,5,7,11
1FDALW20,6,1,0,3,4
1FNSKN01,9,10,11,8,8
1FNANA57,6,4,0,3,4
1FNSUL37,16,5,16,11,9
1RDDMUM12,2,7,7,4,9
1FNTNK16,5,7,19,6,34
1FNVAR52,14,11,5,5,5
1CRRJPG01,1,2,10,3,18
1FNJLN04,7,3,3,2,7
1RDNKOL14,3,5,7,2,2
1FNAZM11,5,3,12,1,0
1FNKRI08,5,7,3,2,3
1FDBOM306,9,5,5,4,2
1FNKAN101,7,9,0,12,0
1FNALD111,2,6,8,2,1
1CRMHTH08,10,10,9,8,16
1CRRJBU04,3,3,5,3,1
1CRRJJO07,5,16,10,17,26
1RDDKAN09,4,8,6,5,5
1FNBND12,4,1,6,4,5
1FNFZB31,1,1,1,5,5
1RDNVAR14,10,9,11,2,6
1FNMRD03,4,0,2,6,1
1RDNAHM92,5,3,1,4,2
1CRHUPLU11,3,14,11,8,18
2CRWBKL16,7,2,3,5,2
1CRHUPAL08,6,12,22,18,6
1CRHGJME02,6,4,4,4,4
1CRRJBL05,5,6,3,5,0
1CRHUPVA11,5,1,1,5,17
1FDPSS11,10,13,9,4,1
1FNALD35,3,0,12,27,5
1FDBOM276,18,11,12,17,18
1FNHAO06,6,11,7,1,0
1RDDMUM17,3,3,11,8,13
1FNBBN02,1,5,1,6,2
1FNVAR77,1,4,4,2,1
1FNJMG12,6,3,5,2,0
1RDWHOW01,9,8,8,4,9
1RDNJAI19,7,4,2,2,6
1CRHUPKA04,4,2,3,3,16
1CRHUPAL05,5,3,6,1,4
1CRGJRJ11,2,2,2,2,4
1CRHRJUD04,2,1,5,1,9
1FNSUL23,4,2,15,5,7
1FNKOL158,3,10,10,9,5
1RDDPUN21,7,6,19,9,12
1FNKSH06,3,4,0,3,2
1CRGJAH48,6,2,5,10,9
1RDNAHM17,3,3,5,0,0
1CRRJSK02,16,26,36,9,23
1FNJDP34,4,3,0,2,3
1RDNKAN15,4,1,2,1,0
1FNSUL11,2,0,5,2,8
1RDDVAR16,8,12,0,10,8
1CRGJKH04,3,10,1,19,25
1FNJAI136,12,3,0,0,0
1FNAJM62,6,11,1,0,0
1FNBHL13,4,3,3,0,0
1FDTRP02,6,1,2,3,0
1FNAHM148,13,7,9,1,1
1FNCHT23,4,0,0,0,5
1CRHUPAL09,5,2,2,1,2
1FNANA40,5,5,4,13,0
1FDNDA04,8,11,3,8,12
1FNFTP06,5,9,7,5,12
1RDNKAN20,3,6,0,0,0
1CRMHMU27,6,6,2,14,5
1RDDLUC09,12,12,12,5,0
1FWALD132,1,3,1,0,1
1FDBOM214,3,8,4,3,3
1FDBBM02,1,7,4,0,0
1FNJDP23,5,6,4,11,5
1FNRBL19,4,0,2,0,0
1RDNALD10,11,8,7,9,10
1RDWJNP03,2,1,17,5,7
1FNUDP34,5,1,10,0,2
1FNSUL07,10,2,2,3,8
1FNCHT11,2,2,11,11,13
1FNBHL18,4,2,2,6,1
1RDNAHM18,4,1,4,3,7
1FNMRD10,3,7,1,0,5
1FNANA20,8,6,3,7,6
1RDNJAI17,1,0,0,6,1
1CRUPLK05,5,13,5,5,7
1FDKAN158,7,8,12,14,2
1FNPGS06,3,0,2,7,1
1FNAZM07,7,3,0,6,4
1RDWJAI42,5,3,8,22,7
1FNBST06,9,9,5,8,3
1FDBOM361,4,2,9,8,6
1FDBOM259,4,0,0,0,0
1FNSBK13,4,0,0,3,6
1CRRJJW01,5,0,0,4,3
1FNBOM91,8,4,2,5,5
1RDNAJM05,9,6,7,10,2
1RDDHMP01,9,0,3,6,11
1FNJDP33,3,1,0,1,1
1RDDFZB02,14,12,11,10,10
1FNKSH07,1,6,7,8,13
1FNTNK14,4,12,1,2,1
1FDBND18,4,4,0,5,2
1FNDUN15,5,0,1,3,2
1FNBIK26,6,2,4,0,2
1FNHAN03,1,1,1,2,3
1FNCHU15,6,7,5,7,7
1RDWKOL66,4,5,2,1,2
1RDNRAJ07,11,1,9,8,1
1RDDMUM41,3,4,8,4,4
1FNLUC60,5,4,15,7,6
1FDBOM349,8,7,13,8,7
1FNBIK06,4,1,0,2,3
1FDBOT01,2,5,1,0,1
1FDBOM120,13,14,7,9,8
1FNTNK08,8,3,1,7,4
1FNKOL200,3,3,3,3,8
1RDNMEH02,4,1,0,2,5
1RDNAHM59,10,1,1,0,5
1FNKOL75,2,17,2,3,3
1FNPTN10,11,0,0,2,3
1FDKOT28,11,6,5,4,2
1RDNJAI06,7,0,1,5,5
1CRHRJAJ01,5,6,8,8,11
1FNHAN01,2,7,6,3,4
1FNBNW14,8,2,4,2,1
1FNHOG04,2,0,2,0,1
1FDBNG02,9,11,0,2,2
1FNJHU01,7,0,2,2,1
1CRGJMS03,5,4,5,9,8
1RDNAHM07,5,2,0,0,1
1CRMHMU506,7,9,20,9,7
1FNBAN02,11,3,7,3,2
1RDNAJM01,2,2,4,8,4
1CRMHTH05,4,3,5,21,13
1FNBAN05,5,1,0,5,11
1CRGJAM01,3,1,0,6,10
1CRMHMU02,3,3,6,9,5
1FNKCC08,4,7,3,0,3
1FNALD120,6,3,2,2,1
1FNAHM82,6,7,2,3,2
1CRGJRJ08,3,3,4,4,9
1RDDMUM51,7,2,0,0,0
1FNKHD40,2,3,2,4,2
1CRMHMU31,24,11,2,7,20
1FDRGD40,8,5,8,7,3
1FNBOM86,5,0,0,0,0
1FNAJM74,7,0,1,0,5
1FNGDH12,3,0,3,2,7
1FDJAI74,7,4,3,6,4
1FDBOM115,1,4,9,1,0
1RDWPTP04,9,16,19,15,13
1FNFTP09,5,9,15,10,12
1RDNGZP03,4,5,6,3,0
1FDBOM03,1,0,0,0,0
1FDBHT12,2,5,1,2,4
1FNPTN18,4,3,2,3,5
1RDWBOM54,1,3,0,1,3
1FDRGH28,4,3,5,7,2
1FNJPG03,6,3,0,2,0
1RDNAHM04,7,2,8,3,7
1FDAHM172,7,10,12,3,9
1FNJAI51,10,5,2,1,1
1FDBOM179,6,7,1,9,5
1FNKMR09,1,0,0,0,1
1FDUDP46,3,3,3,4,3
1FNKHD44,2,4,1,4,4
1FNMRD13,2,1,2,0,0
1CRUPLK11,7,2,6,2,7
1CRMHMU41,7,7,13,12,11
1RDWVAR30,7,11,15,17,5
1FDBOM191,4,0,2,5,9
1RDNNAD02,13,9,6,3,0
1FNANA69,7,5,5,6,4
1RDWSTP02,2,10,14,10,10
1FDBOM151,8,8,2,2,19
1CRRJCH02,5,4,3,8,15
1FNABN43,9,12,6,7,6
1FNGZP07,4,8,9,2,7
1FNBAL06,12,5,8,4,4
1FNMRD08,1,0,4,2,2
1FNCSM05,1,3,2,18,7
1RDDMUM34,2,2,3,10,3
1CRUPVA06,7,7,10,5,14
1FNJLO06,4,10,1,8,10
1FNDUN08,4,0,3,8,1
1FDALW11,4,3,1,5,3
1FNBNW26,5,11,4,5,8
1FNBIK12,5,2,3,0,2
1RDDMUM81,4,0,0,0,0
1FNKCC01,1,0,0,0,1
2CRGJKH11,5,2,3,2,5
1FNJAI48,7,4,3,0,0
1FDBOM240,11,15,15,8,2
1FNBNW07,6,8,8,22,4
1CRHRJAJ02,8,6,5,4,5
1RDNJAI11,5,8,3,0,5
1FDSIK19,14,1,8,5,14
1FNTNK15,2,9,8,9,20
1CRUPAB02,8,9,9,8,26
1CRUPKN09,4,3,7,6,9
1CRMHTH20,6,0,5,2,5
1RDWLUC43,3,5,9,4,6
