ATM ID,Target
1FNVAR85,0
1FNVAR85,1
1FNVAR85,1
1RDNAJM02,0
1RDNAJM02,0
1RDNAJM02,0
1RDNAJM11,1
1RDNAJM11,0
1RDNAJM11,0
1RDNALD10,0
1RDNALD10,0
1RDNALD10,0
1RDNANA10,0
1RDNANA10,0
1RDNANA10,0
1RDNJAI13,1
1RDNJAI13,0
1RDNJAI13,0
1RDNJMG01,0
1RDNJMG01,0
1RDNJMG01,0
1RDNKAN18,0
1RDNKAN18,0
1RDNKAN18,0
1RDNKAN19,0
1RDNKAN19,0
1RDNKAN19,0
1RDNKOL05,1
1RDNKOL05,1
1RDNKOL05,0
1RDNKOL16,0
1RDNKOL16,0
1RDNKOL16,1
1RDNRBL04,1
1RDNRBL04,1
1RDNRBL04,1
1RDNVAR18,0
1RDNVAR18,0
1RDNVAR18,0
1FNABN43,1
1FNABN43,1
1FNABN43,0
1FNAHM103,0
1FNAHM103,0
1FNAHM103,0
1FNAHM118,0
1FNAHM118,0
1FNAHM118,0
1FNAHM88,0
1FNAHM88,0
1FNAHM88,0
1FNAJM17,0
1FNAJM17,0
1FNAJM17,0
1FNALD105,0
1FNALD105,0
1FNALD105,0
1FNALD113,0
1FNALD113,0
1FNALD113,0
1FNALD127,0
1FNALD127,0
1FNALD127,0
1FNALD28,1
1FNALD28,1
1FNALD28,0
1FNALD31,0
1FNALD31,0
1FNALD31,0
1FNALD32,0
1FNALD32,0
1FNALD32,0
1FNALD50,0
1FNALD50,0
1FNALD50,0
1FNALD51,1
1FNALD51,1
1FNALD51,1
1FNALD40,0
1FNALD40,0
1FNALD40,0
1FNALD49,0
1FNALD49,0
1FNALD49,1
1FNALD52,0
1FNALD52,0
1FNALD52,0
1FNALD65,0
1FNALD65,0
1FNALD65,0
1FNALD83,0
1FNALD83,0
1FNALD83,0
1FNALW14,0
1FNALW14,0
1FNALW14,0
1FNALW06,1
1FNALW06,1
1FNALW06,0
1FNALW22,0
1FNALW22,0
1FNALW22,0
1FNAMR07,0
1FNAMR07,0
1FNAMR07,0
1FNAMT01,0
1FNAMT01,1
1FNAMT01,1
1FNANA03,1
1FNANA03,0
1FNANA03,0
1FNANA24,0
1FNANA24,0
1FNANA24,0
1FNANA30,0
1FNANA30,0
1FNANA30,0
1FNANA32,0
1FNANA32,0
1FNANA32,0
1FNANA54,0
1FNANA54,0
1FNANA54,1
1FNANA59,0
1FNANA59,0
1FNANA59,0
1FNANA60,0
1FNANA60,0
1FNANA60,0
1FNARV02,0
1FNARV02,0
1FNARV02,0
1FNBAN02,0
1FNBAN02,0
1FNBAN02,0
1FNBBN07,0
1FNBBN07,0
1FNBBN07,0
1FNBHL05,0
1FNBHL05,0
1FNBHL05,0
1FNBHL21,0
1FNBHL21,0
1FNBHL21,0
1FNBHR07,0
1FNBHR07,0
1FNBHR07,0
1FNBHT14,1
1FNBHT14,1
1FNBHT14,1
1FNBHT22,0
1FNBHT22,0
1FNBHT22,0
1FNBNK03,1
1FNBNK03,1
1FNBNK03,0
1FNBNW02,0
1FNBNW02,0
1FNBNW02,0
1FNBOM117,1
1FNBOM117,0
1FNBOM117,0
1FNBOM180,1
1FNBOM180,0
1FNBOM180,0
1FNBOM218,1
1FNBOM218,1
1FNBOM218,1
1FNBOM64,0
1FNBOM64,0
1FNBOM64,1
1FNBOM70,1
1FNBOM70,1
1FNBOM70,0
1FNBOM91,0
1FNBOM91,0
1FNBOM91,0
1FNBOM88,0
1FNBOM88,0
1FNBOM88,0
1FNBOM94,0
1FNBOM94,1
1FNBOM94,1
1FNBRF03,0
1FNBRF03,0
1FNBRF03,1
1FNCND06,1
1FNCND06,0
1FNCND06,0
1FNDAU02,0
1FNDAU02,0
1FNDAU02,0
1FNDEO03,1
1FNDEO03,0
1FNDEO03,0
1FNDUN22,1
1FNDUN22,0
1FNDUN22,0
1FNFTP12,0
1FNFTP12,0
1FNFTP12,0
1FNFTP08,0
1FNFTP08,0
1FNFTP08,0
1FNFTP13,0
1FNFTP13,0
1FNFTP13,0
1FNFTP25,1
1FNFTP25,1
1FNFTP25,1
1FNFTP33,0
1FNFTP33,0
1FNFTP33,0
1FNFZB13,0
1FNFZB13,0
1FNFZB13,0
1FNFZB14,1
1FNFZB14,1
1FNFZB14,0
1FNFZB22,0
1FNFZB22,0
1FNFZB22,0
1FNGKP04,0
1FNGKP04,0
1FNGKP04,0
1FNGKP09,0
1FNGKP09,0
1FNGKP09,0
1FNGKP10,0
1FNGKP10,0
1FNGKP10,0
1FNGKP17,0
1FNGKP17,0
1FNGKP17,0
1FNGND02,0
1FNGND02,1
1FNGND02,1
1FNGND03,1
1FNGND03,1
1FNGND03,0
1FNHOG10,0
1FNHOG10,1
1FNHOG10,1
1FNIMP03,0
1FNIMP03,0
1FNIMP03,0
1FNJAI107,0
1FNJAI107,0
1FNJAI107,0
1FNJAI112,1
1FNJAI112,1
1FNJAI112,0
1FNJAI123,0
1FNJAI123,0
1FNJAI123,0
1FNJAI47,0
1FNJAI47,0
1FNJAI47,0
1FNJAI46,0
1FNJAI46,0
1FNJAI46,0
1FNJAI51,0
1FNJAI51,0
1FNJAI51,0
1FNJAI92,0
1FNJAI92,0
1FNJAI92,0
1FNJAI97,0
1FNJAI97,1
1FNJAI97,1
1FNJDP18,0
1FNJDP18,0
1FNJDP18,0
1FNJDP16,0
1FNJDP16,0
1FNJDP16,0
1FNJDP24,0
1FNJDP24,0
1FNJDP24,0
1FNJHU07,1
1FNJHU07,1
1FNJHU07,0
1FNJHU21,0
1FNJHU21,0
1FNJHU21,0
1FNJNP08,0
1FNJNP08,0
1FNJNP08,0
1FNJNP14,0
1FNJNP14,0
1FNJNP14,0
1FNKAM01,1
1FNKAM01,1
1FNKAM01,0
1FNKAN103,0
1FNKAN103,0
1FNKAN103,0
1FNKAN117,0
1FNKAN117,0
1FNKAN117,0
1FNKAN118,0
1FNKAN118,1
1FNKAN118,1
1FNKAN120,1
1FNKAN120,1
1FNKAN120,1
1FNKAN146,0
1FNKAN146,1
1FNKAN146,1
1FNKAN32,0
1FNKAN32,0
1FNKAN32,1
1FNKAN44,0
1FNKAN44,0
1FNKAN44,0
1FNKAN92,0
1FNKAN92,0
1FNKAN92,0
1FNKAN98,0
1FNKAN98,0
1FNKAN98,0
1FNKCC02,0
1FNKCC02,0
1FNKCC02,0
1FNKHD13,0
1FNKHD13,0
1FNKHD13,0
1FNKHD19,1
1FNKHD19,1
1FNKHD19,0
1FNKHD15,0
1FNKHD15,0
1FNKHD15,0
1FNKHD54,0
1FNKHD54,1
1FNKHD54,1
1FNKMR02,1
1FNKMR02,1
1FNKMR02,0
1FNKMR05,0
1FNKMR05,1
1FNKMR05,1
1FNKOL145,0
1FNKOL145,0
1FNKOL145,0
1FNKOL167,0
1FNKOL167,0
1FNKOL167,0
1FNKOL199,0
1FNKOL199,0
1FNKOL199,0
1FNKOL201,0
1FNKOL201,0
1FNKOL201,0
1FNKOL207,0
1FNKOL207,0
1FNKOL207,1
1FNKOL222,0
1FNKOL222,0
1FNKOL222,0
1FNKOL240,1
1FNKOL240,0
1FNKOL240,0
1FNKOL244,0
1FNKOL244,0
1FNKOL244,0
1FNKOT07,0
1FNKOT07,0
1FNKOT07,0
1FNKOT14,1
1FNKOT14,1
1FNKOT14,1
1FNKOT59,0
1FNKOT59,0
1FNKOT59,0
1FNKSH31,0
1FNKSH31,0
1FNKSH31,0
1FNLUC57,0
1FNLUC57,0
1FNLUC57,0
1FNLUC60,0
1FNLUC60,0
1FNLUC60,0
1FNLUC62,1
1FNLUC62,1
1FNLUC62,0
1FNLUC87,0
1FNLUC87,0
1FNLUC87,0
1FNMAU02,0
1FNMAU02,0
1FNMAU02,0
1FNMAU03,1
1FNMAU03,1
1FNMAU03,1
1FNMAU05,0
1FNMAU05,0
1FNMAU05,0
1FNMEH36,0
1FNMEH36,0
1FNMEH36,0
1FNMIR12,1
1FNMIR12,0
1FNMIR12,0
1FNMIR17,0
1FNMIR17,0
1FNMIR17,0
1FNNDA02,0
1FNNDA02,0
1FNNDA02,0
1FNNDA05,0
1FNNDA05,0
1FNNDA05,0
1FNPGS02,0
1FNPGS02,0
1FNPGS02,1
1FNPSS01,0
1FNPSS01,0
1FNPSS01,0
1FNPSS05,0
1FNPSS05,0
1FNPSS05,0
1FNRBL31,0
1FNRBL31,0
1FNRBL31,0
1FNRBL32,0
1FNRBL32,0
1FNRBL32,0
1FNRBL37,0
1FNRBL37,0
1FNRBL37,0
1FNRBL45,0
1FNRBL45,0
1FNRBL45,0
1FNRVN06,0
1FNRVN06,0
1FNRVN06,0
1FNRVN07,0
1FNRVN07,0
1FNRVN07,0
1FNSBK07,0
1FNSBK07,0
1FNSBK07,1
1FNSBK19,0
1FNSBK19,0
1FNSBK19,0
1FNSIK06,1
1FNSIK06,1
1FNSIK06,0
1FNSIK17,1
1FNSIK17,1
1FNSIK17,1
1FNSKN01,0
1FNSKN01,0
1FNSKN01,0
1FNSUL09,0
1FNSUL09,0
1FNSUL09,0
1FNSUL07,0
1FNSUL07,1
1FNSUL07,1
1FNSUL08,0
1FNSUL08,0
1FNSUL08,0
1FNSUL13,1
1FNSUL13,1
1FNSUL13,1
1FNSUL18,0
1FNSUL18,0
1FNSUL18,0
1FNSUL28,0
1FNSUL28,0
1FNSUL28,0
1FNSUL34,0
1FNSUL34,0
1FNSUL34,0
1FNSUL38,0
1FNSUL38,0
1FNSUL38,0
1FNSUL39,0
1FNSUL39,1
1FNSUL39,1
1FNSUL44,0
1FNSUL44,0
1FNSUL44,0
1FNTNK04,1
1FNTNK04,1
1FNTNK04,1
1FNTNK09,0
1FNTNK09,0
1FNTNK09,0
1FNTNK16,0
1FNTNK16,0
1FNTNK16,0
1FNUDP30,0
1FNUDP30,0
1FNUDP30,0
1FNVAR53,0
1FNVAR53,0
1FNVAR53,0
1FNVAR55,0
1FNVAR55,1
1FNVAR55,1
1FNVAR57,1
1FNVAR57,0
1FNVAR57,0
1FNVAR62,0
1FNVAR62,0
1FNVAR62,0
1FNVAR63,0
1FNVAR63,0
1FNVAR63,1
1FNVAR88,1
1FNVAR88,0
1FNVAR88,0
1RDNAHM92,0
1RDNAHM92,0
1RDNAHM92,0
1RDNALD12,0
1RDNALD12,0
1RDNALD12,1
1RDNALW01,1
1RDNALW01,0
1RDNALW01,0
1RDNBOM07,0
1RDNBOM07,0
1RDNBOM07,0
1RDNKOL51,0
1RDNKOL51,0
1RDNKOL51,0
1RDNLUC35,0
1RDNLUC35,0
1RDNLUC35,0
1RDNMEH07,0
1RDNMEH07,0
1RDNMEH07,0
1RDNMIT01,1
1RDNMIT01,1
1RDNMIT01,1
1RDNNAD02,0
1RDNNAD02,0
1RDNNAD02,0
1RDNUDP07,0
1RDNUDP07,0
1RDNUDP07,0
1RDWABN02,0
