,Month 1,Month 2,Month 3,Month 4,Month 5
1FNBHT01,8,18,10,84,40
1FNBLR01,10,13,7,21,16
1FNFZB19,7,59,30,117,21
1FNJDP72,1,0,0,26,51
1FNJHU01,14,0,2,16,17
1FNJMG30,6,17,6,17,15
1FNKHD27,6,66,11,26,31
1FNMRD02,1,11,0,4,16
1FNMRD12,4,34,6,34,30
1FNPGS06,5,19,10,38,26
1FNPRL02,12,28,0,62,0
1FNPTP48,20,194,4,0,0
1FNRAJ17,3,51,6,34,29
1FNRAJ38,4,23,5,22,24
1FNRAJ41,2,7,2,23,1
1FNSBK18,12,20,0,29,60
1FNSIK04,7,13,0,14,29
1FNSIK18,21,119,21,129,147
1FNTNK14,9,51,5,6,0
1FWAHM206,4,26,6,30,32
1FWGGN17,4,26,10,47,48
1RDDBST01,20,49,10,73,62
1RDDJAI27,9,33,9,65,58
1RDDJDP12,19,65,6,58,68
1RDDKAN10,19,153,24,161,28
1RDNKOL24,7,25,15,26,34
1RDNLUC29,6,21,20,37,62
1RDNMEH07,13,18,8,1,22
1RDNVAR20,13,53,10,69,59
1RDWPTP01,13,4,2,80,91
1CRHMHMU07,21,94,19,141,173
1CRHUPAL09,17,68,3,53,98
1CRHUPAL05,10,68,9,118,70
1CRMHMU78,6,49,23,71,54
1CRRJDH01,9,78,4,51,88
1DBA04221,17,28,8,40,48
1FDBNG02,23,78,0,27,60
1FDRGH13,5,32,9,23,33
1FDTNK24,1,51,24,77,66
1FNABN28,5,3,9,30,47
1FNAHM76,1,48,5,23,20
1FNAHM72,3,13,1,24,22
1FNAJM67,4,13,3,3,12
1FNBHT16,2,0,0,0,0
1FNBLR02,37,189,2,38,39
1FNGGN18,7,52,9,18,49
1FNHAN03,4,17,3,12,30
1FNJAI100,6,28,8,32,71
1FNJMG16,1,8,7,31,23
1FNKAN138,11,55,9,23,33
1FNKAN45,6,28,3,30,36
1FNKAN86,9,26,8,26,30
1FNKHD20,5,58,2,28,24
1FNKOL111,4,28,6,43,40
1FNKOL225,3,18,5,25,22
1FNKOL219,9,39,7,13,21
1FNKOT16,9,31,32,59,101
1FNMEH24,5,48,7,35,38
1FNPGS02,3,45,5,40,32
1FNPTN09,3,36,12,28,41
1FNRAJ40,9,24,5,16,22
1FNRBL35,7,48,8,25,43
1FWAHM202,8,48,4,37,38
1RDDAHM86,9,42,2,38,40
1RDDMUM63,20,60,17,78,76
1RDDRBL01,27,49,28,87,91
1RDDVAR07,10,54,17,44,35
1RDNKOL52,3,26,7,22,20
1RDWBOM09,7,9,0,44,70
3CRRJBK04,7,40,8,105,94
1CRHGJAN01,10,50,15,147,206
1CRRJJO06,6,46,13,104,175
1CRRJPG01,3,46,10,39,72
1FDAHM91,10,83,24,91,89
1FDBNK16,2,18,14,54,43
1FDBOM414,9,34,17,55,76
1FDFZB35,13,91,13,67,63
1FDJAI125,3,23,0,14,13
1FDJDP41,9,22,8,49,50
1FDJPG002,9,30,22,47,26
1FDJPG001,8,28,23,43,6
1FNABN16,7,21,13,38,54
1FNAHM111,6,57,4,32,28
1FNAHM83,8,54,14,47,39
1FNALD123,8,50,26,85,104
1FNALD52,28,88,21,157,154
1FNANA37,8,35,6,58,33
1FNBDN05,9,27,7,29,27
1FNBHL06,8,15,7,29,14
1FNDAU11,5,39,10,29,19
1FNGGN01,5,12,3,27,50
1FNJUN15,2,15,0,11,6
1FNKAN66,4,11,10,19,26
1FNKOL94,9,103,32,51,51
1FNKSH24,5,38,9,31,43
1FNKSH29,23,95,15,43,33
1FNKUT10,5,21,6,19,26
1FNNOR03,7,30,15,21,30
1FNPLI04,4,16,7,23,43
1FNPUM04,16,56,26,30,61
1RDDVAR02,41,193,17,117,69
1RDNAHM22,2,48,4,25,28
1RDWFZB09,13,89,13,88,62
1RDWGHT03,12,47,2,39,39
1RDWJNP04,14,50,15,88,106
1CRGJAH503,10,55,10,53,66
1CRHRJAJ02,11,51,14,82,110
1FDMEH30,11,24,9,63,44
1FDNGU11,7,113,9,50,34
1FNAIZ02,8,11,6,0,6
1FNALD32,6,37,1,23,37
1FNAMT19,6,50,4,8,0
1FNANA18,6,37,10,54,1
1FNANA54,19,43,13,74,1
1FNCHU03,22,57,15,82,23
1FNFTP37,7,20,0,0,0
1FNFZB17,14,51,12,64,104
1FNKAN142,13,24,10,34,54
1FNKHD51,6,18,1,30,30
1FNLUC59,4,8,8,45,22
1FNLUC94,6,33,6,11,27
1FNNGN02,1,35,9,79,45
1FNPRL01,10,5,0,8,23
1FNRAJ30,7,34,9,33,34
1FNSVR01,3,28,0,5,40
1RDNJAI10,6,19,2,38,25
1RDNKSH01,1,35,14,75,57
1RDWHOG01,2,40,16,71,61
1RDWVAR30,6,58,20,73,69
1RNNJDP01,9,36,8,95,48
1CRGJAH43,23,61,20,62,66
1CRHGJAH02,11,92,16,104,115
1CRHUPLU05,4,26,14,44,35
1CRRJBL03,10,71,8,76,87
1FDGND04,9,28,0,0,0
1FDJDP44,9,26,2,61,46
1FDJHU16,13,30,4,38,72
1FDRBL48,5,54,6,23,53
1FDVAR64,7,33,9,73,70
1FNABN09,18,123,12,85,92
1FNAHM89,4,6,3,27,21
1FNAJM41,21,25,9,26,22
1FNAJM60,8,42,9,39,43
1FNAMT30,7,40,16,40,50
1FNANA52,2,16,1,7,21
1FNANA56,19,25,8,37,23
1FNANA58,4,30,0,0,13
1FNARR01,9,19,11,22,28
1FNANA60,5,0,0,34,12
1FNBBN06,13,43,23,25,30
1FNBBN07,8,33,7,117,45
1FNBHL13,8,17,3,16,18
1FNBHP02,1,12,3,16,11
1FNCHU12,7,20,1,12,15
1FNCHU14,8,9,9,18,33
1FNFTP41,5,30,10,33,38
1FNGDH10,7,21,5,26,30
1FNHAN02,16,100,10,56,39
1FNIMP04,2,25,6,42,34
1FNKAN56,6,53,6,48,50
1FNKHD41,6,21,1,35,58
1FNKOL90,7,28,7,28,33
1FNLUC100,8,32,6,26,48
1FNLUC104,8,26,4,54,36
1FNMRD06,9,22,7,31,31
1FNRAJ35,7,32,7,15,21
1FNRVN06,17,32,5,28,2
1FNSDR06,4,11,6,5,18
1FNUDP41,6,10,3,17,14
1FNUDP42,13,24,2,44,22
1FWBSK04,12,76,18,47,46
1RDNALW03,18,77,16,101,97
1RDNANA10,6,27,4,21,19
1RDNMIR03,10,45,8,181,84
1RDWAHM55,9,18,1,35,35
1RDWLUC41,1,21,5,28,67
1RDWLUC54,8,42,20,40,58
1RDWVAR29,49,235,61,321,53
2CRMHMU43,11,182,0,63,51
1CRHRJAJ01,2,32,2,43,73
1CRMHMU56,11,40,16,74,90
1CRRJGA02,4,41,26,156,145
1FDJDP20,17,108,11,82,22
1FDKOL126,7,45,3,21,31
1FDKOL179,6,24,1,25,25
1FDSIK14,4,11,3,21,23
1FNABN12,5,20,0,39,27
1FNAJM21,11,17,4,24,19
1FNALD112,5,30,7,19,26
1FNALD65,4,44,14,50,53
1FNALD74,7,11,8,40,34
1FNAMT22,6,50,14,41,40
1FNBDN11,4,12,5,23,47
1FNBNK10,4,30,7,26,29
1FNBNW27,12,66,11,8,34
1FNCHU04,8,46,8,45,0
1FNDAU02,3,15,6,19,12
1FNDAR05,13,19,5,26,30
1FNDAU03,4,8,2,48,33
1FNGKP10,18,49,11,43,87
1FNJAI48,8,26,8,23,36
1FNJAI96,17,38,7,49,50
1FNJHU03,14,31,8,70,58
1FNKAN132,7,8,2,56,25
1FNKAN59,11,19,4,22,26
1FNKAN62,5,34,12,44,34
1FNKHD05,13,42,13,44,48
1FNKHD54,14,23,11,44,31
1FNKMR05,8,18,4,25,24
1FNKOT13,8,9,2,20,11
1FNKSH05,7,54,7,50,65
1FNLUC62,5,25,17,38,32
1FNLUC83,2,22,1,25,23
1FNPTP19,12,55,9,34,48
1FNPTP22,11,37,12,46,43
1RDDVAR08,11,56,14,92,74
1RDNKOL40,7,33,13,56,37
1RDNKOL51,9,17,9,31,60
1RDNNAD02,7,34,11,28,18
1CRHUPLU02,7,41,11,69,37
1FDBOM223,15,21,9,23,35
1FDBOM290,23,75,7,0,0
1FDKOL163,7,52,4,68,44
1FDLUC111,16,111,10,54,81
1FDPUM02,5,26,17,28,11
1FNABN24,8,125,0,15,4
1FNAJM37,7,11,12,96,45
1FNALD107,3,17,3,13,16
1FNAMT06,8,43,8,54,61
1FNBHT19,5,47,0,0,0
1FNBIK49,19,19,2,24,38
1FNBRM13,26,39,21,109,138
1FNFZB42,9,69,18,91,67
1FNGGN07,15,51,17,38,37
1FNJDP63,8,34,22,41,44
1FNKAN63,5,41,11,48,45
1FNLUC74,2,37,10,45,29
1FNMEH27,4,16,3,16,29
1FNMEH26,6,17,5,18,28
1FNMEH48,2,22,3,11,22
1FNMRD03,5,12,10,37,23
1FNMRD13,6,22,11,36,21
1FNPGS05,7,31,11,42,36
1FNPTP29,9,45,9,17,42
1FNRAJ01,12,25,6,5,24
1FNRBL47,3,41,11,78,10
1FNSUL14,3,11,1,46,48
1FNUDP55,21,156,4,36,50
1FNVAR33,11,16,10,32,27
1RDDALD02,11,74,31,112,90
1RDNANA04,13,33,12,33,28
1RDNCAM01,36,28,20,24,21
1RDNKAN17,10,37,11,29,30
1RDNKOL26,7,78,2,28,12
3CRRJJH09,5,42,10,68,101
1CRGJAH10,6,35,8,78,68
1CRGJAM03,9,80,9,39,56
1CRGJSK02,30,78,10,56,122
1CRHUPLU04,18,42,15,50,101
1CRRJAJ501,4,44,18,85,71
1CRRJBL01,2,85,21,71,64
1CRRJUD08,16,177,9,54,74
1FDBAN03,28,102,15,87,131
1FNABN20,11,59,9,51,58
1FNAHM149,10,23,4,26,35
1FNAHM93,7,15,2,30,36
1FNALD133,8,31,5,52,59
1FNAMT34,6,36,10,28,29
1FNANA48,19,40,12,91,143
1FNARV04,17,44,8,61,71
1FNBNK07,2,10,3,6,14
1FNBNG01,5,0,0,0,0
1FNCHU15,11,21,8,31,55
1FNFTP11,8,38,11,32,39
1FNFTP46,5,29,10,36,44
1FNFZB13,28,117,28,135,33
1FNHOG06,6,66,4,13,16
1FNKOT52,8,9,8,27,14
1FNKSH13,5,34,9,24,35
1FNLUC99,5,33,2,33,11
1FNMEH46,3,25,8,20,12
1FNMHG03,7,23,12,49,45
1FNTNK08,5,92,8,97,52
1FNUDP35,3,21,7,26,34
1FNVAR55,11,47,8,33,36
1RDDLUC22,16,95,22,113,151
1RDDMUM82,4,10,0,0,0
1RDDRAJ03,7,84,13,44,32
1RDNVAR18,8,53,25,67,51
1RDWALD21,6,104,9,37,51
1CRGJRJ501,28,86,16,105,82
1CRMHMU13,12,53,21,67,72
1CRUPBR01,11,74,13,57,79
1CRUPFP02,8,34,4,56,67
1CRUPKN06,10,36,5,39,51
1FDAJM49,19,40,6,73,52
1FDBDN20,8,26,2,42,47
1FDBHA06,3,45,13,50,48
1FDBOM331,6,16,13,0,0
1FDFZB38,23,139,10,122,122
1FDGGN15,16,26,7,70,31
1FDKOL192,4,30,7,26,47
1FDNGU08,16,80,16,47,53
1FDPLI11,22,80,20,64,70
1FDSKN03,7,104,5,77,111
1FNAHM110,1,25,4,5,4
1FNAJM82,7,40,11,38,54
1FNAJM75,4,26,4,25,14
1FNBDN09,21,48,10,33,93
1FNBNW17,8,50,10,42,67
1FNBRM12,3,36,8,36,48
1FNCND06,7,45,1,24,35
1FNCTR04,11,38,14,67,110
1FNDAR02,1,9,3,12,18
1FNGGN16,12,66,10,57,75
1FNJAI150,4,7,6,27,54
1FNJAI151,4,13,2,26,46
1FNJMG23,8,43,7,26,36
1FNKAN114,8,27,10,89,89
1FNKAN178,11,48,3,23,28
1FNKAN54,6,19,5,26,38
1FNKMR14,4,25,8,22,24
1FNKOL148,11,28,11,23,24
1FNKOL152,8,28,13,37,27
1FNKOL154,8,23,4,18,23
1FNKOL223,9,34,11,40,31
1FNKSH26,7,42,8,24,27
1FNKSH27,4,47,6,29,48
1FNLUC115,4,25,4,30,15
1FNLUC118,5,28,2,35,51
1FNMLD01,10,37,10,18,15
1FNPLI11,8,19,7,21,37
1FNPTN07,16,83,14,42,35
1FNPTP41,4,29,6,30,18
1FNSMD09,9,76,9,14,32
1FNSUL29,10,42,6,25,36
1FNTNK26,7,20,0,0,0
1RDNAHM42,6,26,16,37,53
1RDNLUC32,2,16,4,20,24
1RDNVAR21,9,56,5,58,41
1RDNVMG01,2,32,8,20,21
1RDWAHM60,6,52,1,34,42
1CRGJAH12,4,32,3,50,45
1CRGJBK02,10,0,0,0,0
1FDRGH05,26,54,21,68,81
1FNANA30,1,29,3,42,36
1FNANA41,1,22,1,46,20
1FNARV02,14,60,2,26,47
1FNBHL11,4,14,10,8,10
1FNBIK15,3,16,6,25,14
1FNFTP27,7,28,8,28,24
1FNFZB22,8,82,14,13,31
1FNKAN106,9,24,9,14,30
1FNKAN61,12,41,5,30,31
1FNKAN89,5,26,7,29,29
1FNKHD58,5,25,3,23,28
1FNKRI18,21,93,12,27,41
1FNKSH10,9,23,3,38,21
1FNRAJ32,2,7,4,9,24
1FNRBL08,10,37,9,53,64
1FNRBL14,8,24,14,67,33
1FNRBL20,6,38,11,33,32
1FNSUL13,7,46,10,22,35
1FNUDP21,9,35,9,44,57
1FNVAR48,7,25,8,21,34
1RDDFZB01,10,65,19,67,44
1RDDLUC10,10,1,0,72,64
1RDDMUM36,2,37,2,35,25
1RDNMUM52,8,27,10,37,29
1RDWMDR01,12,51,7,64,55
1RDWSUL01,1,24,7,6,22
1RDWTNK03,5,27,10,0,4
2CRWBKL12,8,119,32,105,101
1CRHUPLU01,5,37,3,48,56
1CRMHMU513,10,67,5,93,54
1CRMHTH36,8,51,12,47,70
1CRUPKN02,16,89,15,107,60
1FDAJM31,30,63,11,128,88
1FDBIK32,25,24,7,26,10
1FDBOM208,14,81,25,138,58
1FDBOM321,28,17,6,19,19
1FDBOM343,31,84,23,143,126
1FDBOM380,3,31,34,28,15
1FNALD31,6,27,2,20,15
1FNALD78,7,38,16,81,24
1FNBHL20,4,10,8,11,23
1FNFTP14,7,44,11,38,51
1FNFTP32,7,31,11,34,44
1FNFTP43,6,29,7,23,38
1FNFZB26,8,44,4,37,49
1FNGDH14,4,28,5,36,12
1FNJUN11,6,19,5,35,38
1FNLUC69,1,9,0,19,4
1FNLUC82,6,29,11,23,22
1FNPTP14,6,53,22,59,76
1FNRBL44,7,45,9,39,41
1FNSUL07,20,61,23,69,57
1RDDMUM10,11,29,16,44,0
1RDNCAC01,10,30,13,71,24
1RDNFZB03,9,25,15,48,31
2CRMHMU83,5,42,10,59,69
2CRUPLK03,5,75,18,118,44
1CRGJPT01,15,115,5,79,53
1CRRJPA05,8,84,6,76,103
1CRUPKN501,6,53,5,33,27
1CRUPLK11,7,33,4,60,23
1FDALD130,7,52,18,129,89
1FDBOM328,7,31,6,53,45
1FDBOT02,9,38,2,62,56
1FDCHU19,7,48,0,0,0
1FDHOG12,7,22,4,24,24
1FDJAI86,4,37,6,53,37
1FDKAN170,25,73,7,58,43
1FNBIK10,9,28,3,16,21
1FNBNW06,5,42,8,6,16
1FNDUN15,4,14,2,34,18
1FNFTP40,3,15,8,25,31
1FNJHU20,14,21,6,28,33
1FNKAN49,8,31,29,49,42
1FNKOL88,2,16,3,5,7
1FNKOL98,2,11,0,8,8
1FNKOT36,7,19,3,10,6
1FNKRI16,10,17,4,4,48
1FNKSH12,7,26,4,37,74
1FNLUC65,3,20,4,64,156
1FNLUC91,2,34,0,8,37
1FNLUC80,1,16,3,10,16
1FNLUC78,5,24,8,25,19
1FNMEH33,8,25,5,30,17
1FNMIR10,7,38,4,39,113
1FNSMD07,3,18,0,0,31
1FNUDP43,5,14,4,27,16
1FNUDP28,4,17,5,43,23
1FNUNO06,3,33,6,21,22
1FWRAJ68,11,21,3,36,38
1RDDLUC20,16,96,38,95,83
1RDNKOL58,8,24,12,20,24
1RDWJAI31,10,53,15,73,60
1RDWLUC42,6,63,10,39,12
1CRHUPLU03,7,28,12,22,50
1CRRJJP05,9,68,13,55,63
1CRRJSK03,21,105,37,112,82
1CRUPVA05,8,41,13,74,58
1FDBOM348,10,20,5,30,46
1FDFZB41,54,416,92,678,807
1FDPOR07,2,44,7,70,55
1FDUDP49,1,56,6,39,24
1FNABN29,9,71,11,14,58
1FNAHM109,5,32,3,28,38
1FNDAU07,6,27,6,23,33
1FNGGN05,2,30,4,21,18
1FNJAI101,5,15,1,20,23
1FNJAI105,6,26,7,26,33
1FNJLO06,7,42,4,35,60
1FNKAN111,5,33,10,40,51
1FNKAN128,6,36,8,27,36
1FNKAN180,9,41,21,60,36
1FNKAN47,6,6,0,40,33
1FNKAN67,8,38,9,33,23
1FNKOL136,7,0,3,22,35
1FNKSH19,7,53,8,40,39
1FNLUC120,4,43,6,17,43
1FNLUC81,1,25,7,17,10
1FNLUC85,20,47,14,61,54
1FNMEH21,13,24,5,32,38
1FNPTP32,9,107,35,52,28
1RDDMUM88,5,0,0,26,0
1RDDVAR10,13,53,26,215,219
1RDNMEH06,5,24,3,24,24
1RDNPAL01,5,12,5,44,59
1RDNRAJ12,2,18,6,51,30
1RDWJNP05,9,58,11,80,99
1CRGJAH07,4,78,30,186,142
1CRGJAH14,18,58,13,89,68
1CRGJAH49,8,90,11,79,49
1CRHMHTH01,14,74,27,117,123
1FDAJM26,4,43,9,85,91
1FDBIK36,14,30,0,0,0
1FNABN10,17,78,0,0,8
1FNBNK03,18,38,2,21,29
1FNBNK13,12,32,1,18,31
1FNBRD01,2,18,9,7,12
1FNCHT07,11,18,4,9,11
1FNJAI137,5,30,6,21,23
1FNKAN117,5,35,7,14,16
1FNKAN39,5,27,9,34,27
1FNKAN91,18,99,20,63,50
1FNLUC86,17,22,7,34,33
1FNLUC93,12,95,14,53,69
1FNLUC95,14,35,5,64,44
1FNLUC98,7,22,15,84,88
1FNPLI14,8,25,11,58,36
1FNPTP35,3,27,4,22,24
1FNSIK08,1,41,4,15,37
1FNVAR43,3,0,0,0,0
1RDDLUC18,19,126,13,91,79
1RDNAHM24,6,11,2,12,13
1RDNALD09,9,37,11,38,35
1RDNALW01,17,63,13,53,58
1RDNJMG03,3,19,6,22,38
1RDNKAN18,19,18,3,23,31
1RDWJNP06,20,33,18,108,75
1RDWMEH13,7,35,7,46,45
1RDWMEH16,12,51,14,55,58
1RDWSTP03,4,43,19,35,58
1CRGJAH04,7,54,13,76,62
1CRGJBK501,7,52,9,69,44
1CRHUPLU09,5,54,1,42,46
1CRMHTH09,15,79,5,50,60
1FDAHM179,8,54,14,83,52
1FNABN17,8,51,9,43,33
1FNABN19,12,16,6,14,18
1FNALD90,4,35,9,36,33
1FNAMT13,7,24,8,48,49
1FNBBN12,13,52,4,81,160
1FNFTP24,18,36,12,12,15
1FNJAI63,4,24,8,14,27
1FNKAN51,8,65,14,49,50
1FNKAN77,10,36,8,9,11
1FNKCC11,9,0,4,7,11
1FNKHD52,25,73,4,45,23
1FNKOL140,5,9,2,13,16
1FNKSH18,7,58,11,50,78
1FNLUC60,5,2,18,136,110
1FNRAJ21,13,64,15,69,42
1FNRAJ27,5,18,6,28,5
1FNSBK14,9,14,0,30,34
1FNSMD04,6,23,1,21,16
1FNSUL17,7,27,8,38,41
1FWALD132,10,38,10,49,64
1RDDMUM75,13,38,3,0,0
1RDNKOD01,10,45,13,43,29
1CRRJJH11,8,66,8,64,91
1CRRJJP13,1,0,0,0,0
1CRUPSU01,9,77,17,149,83
1FDBOM418,4,46,5,24,33
1FDBOM413,10,40,17,65,53
1FDKOL141,7,32,6,32,33
1FDUDP26,7,17,4,7,32
1FNBOM94,10,0,10,17,31
1FNFTP22,26,30,8,37,43
1FNKAN57,5,34,6,31,22
1FNPSS02,11,133,6,32,71
1FNRAJ14,7,21,8,53,40
1FNRBL18,5,37,6,40,30
1FNRBL30,4,39,9,37,50
1RDNAJM08,7,37,11,57,68
1RDWABN03,16,56,8,38,51
1CRHUPVA08,4,27,12,102,68
1CRMHMU505,9,65,4,69,96
1CRRJJP23,6,97,14,53,67
1CRRJKO501,23,106,16,109,66
1DBA08511,6,44,8,57,69
1FDAJM45,7,45,0,0,0
1FDBOM294,12,44,0,0,0
1FDKAN160,17,58,17,34,50
1FDSRO03,5,41,6,40,48
1FNABN33,7,17,0,0,0
1FNALD37,4,16,15,18,21
1FNALD88,4,34,1,22,19
1FNBIK13,4,19,11,39,44
1FNBOM180,4,28,5,24,16
1FNCHU09,10,32,4,22,29
1FNHAO01,7,48,39,34,55
1FNKHD06,7,25,3,23,31
1FNKMR03,7,10,1,17,24
1FNMIR09,12,40,12,36,15
1FNSMD19,16,65,13,47,34
1FNSUL24,1,55,17,73,80
1RDDMUM47,10,0,0,0,0
1RDWKOL66,18,48,8,43,46
1RDWRBL06,12,47,13,43,54
1RDWRVN01,16,76,17,65,48
1DBA17381,1,25,1,0,0
1FDBOM265,8,23,3,24,0
1FDNGU09,10,22,8,30,81
1FNANA43,7,21,0,15,8
1FNBBN02,7,24,9,37,32
1FNBHL32,4,12,6,36,14
1FNBHT03,2,20,5,0,21
1FNBIK26,8,23,10,21,15
1FNBNW18,3,14,6,25,24
1FNDAU08,6,30,7,44,62
1FNJDP68,8,23,12,26,39
1FNKRI03,8,27,11,31,36
1FNKSH06,6,36,4,33,38
1FNMEH22,3,24,6,23,25
1FNRAJ37,5,32,4,40,39
1FNVAR71,8,20,13,46,46
1RDDKAN04,10,63,15,46,49
1RDDVAR11,5,111,48,301,250
1RDNKOL07,5,27,6,42,42
1RDNVIS01,12,27,8,9,24
1CRGJKA07,5,62,10,73,73
1CRHRJSR01,43,35,15,87,93
1CRRJSM02,5,25,5,85,52
1FDKOT10,20,50,7,43,58
1FNBAN02,10,38,2,40,19
1FNBHP05,11,49,2,9,19
1FNBND14,8,7,4,14,19
1FNBOM161,5,21,3,9,12
1FNCHT23,2,8,1,2,11
1FNDBG01,5,41,8,23,30
1FNDUN11,3,30,4,35,21
1FNFTP25,1,17,7,29,26
1FNFTP49,3,51,15,70,49
1FNJAI89,5,14,2,18,23
1FNJHU05,6,21,17,17,28
1FNKAN116,8,54,12,41,77
1FNKAN150,7,28,9,71,53
1FNNGU03,6,19,6,40,37
1FNRBL07,9,46,7,42,37
1FNSMD21,23,0,0,25,27
1FNSUL26,12,46,10,21,27
1FNTNK04,15,59,5,44,20
1FNVAR57,10,26,3,21,17
1FNVAR70,9,31,4,18,18
1FWAHM196,9,49,1,33,43
1RDDMUM33,9,64,19,107,80
1RDNAJR01,5,23,9,27,22
1RDNJDP09,4,29,8,53,58
1CRGJSN01,16,37,7,48,127
1CRHUPKA02,13,46,19,74,95
1CRMHMU47,14,61,20,69,88
1FDAJM54,7,0,0,0,55
1FDLUC112,40,167,30,96,74
1FDSIK13,10,17,3,34,34
1FNABN31,11,29,9,26,35
1FNDAU16,3,22,9,3,9
1FNFZB16,29,38,12,34,61
1FNFZB23,16,57,15,41,60
1FNGDH04,8,10,4,13,9
1FNJHU19,8,44,7,48,69
1FNKHD50,6,29,5,0,0
1FNKOL75,3,40,6,11,30
1FNSIK09,9,13,0,17,25
1FNSMD06,2,13,3,24,32
1FNSUL41,8,29,12,75,20
1FNUDP34,5,23,6,14,38
1RDDVAR05,9,55,19,51,81
1RDWBOM31,12,6,0,59,45
1CRHUPFZ01,12,59,16,51,58
1CRRJAJ02,11,46,9,99,191
1CRRJJP37,3,50,20,78,65
1CRUPLK17,1,47,11,79,58
1CRWBPN01,7,75,8,57,56
1DBA07711,13,33,3,25,49
1FDKOL177,3,23,0,16,25
1FDLUC107,2,44,12,64,46
1FDPSS10,5,30,6,16,42
1FDSNP02,16,34,13,34,34
1FNABN25,5,20,13,39,39
1FNBNW25,4,22,5,19,20
1FNDUN10,12,48,19,63,40
1FNKAN135,8,98,4,33,42
1FNKHD56,10,27,8,17,27
1FNKSH23,12,48,17,67,39
1FNPGS07,11,38,11,46,71
1RDNRAJ06,12,40,4,60,46
1CRGJJU02,1,26,0,120,52
1CRGJRJ08,4,46,11,79,56
1CRRJBR03,10,62,11,76,49
1CRWBKL07,8,118,30,95,66
1FDANA47,13,0,3,9,21
1FDMDP04,7,35,19,29,36
1FNABN18,5,52,13,39,49
1FNBNW03,6,36,13,48,59
1FNFTP28,6,75,10,60,41
1FNJAI61,3,44,9,81,36
1FNJAI99,6,29,8,74,36
1FNKCC20,5,60,14,114,82
1FNKSH11,13,47,4,33,30
1FNNGU06,5,21,18,25,32
1FNNOR01,16,14,6,42,22
1FNRBL45,12,19,14,15,34
1FNSID01,11,36,17,56,15
1FWBSK05,7,65,10,31,37
1RDDFTP01,22,71,9,121,110
1RDNALD13,16,66,11,72,99
1RDNJAI14,9,28,4,30,17
1RDWLUC48,2,24,8,33,41
1CRGJAH41,4,40,12,56,51
1CRGJKA02,7,70,3,56,78
1CRHRJKO02,5,37,2,53,59
1CRRJJO01,5,108,20,43,47
1CRRJSR01,4,61,17,61,77
1CRUPVA06,8,88,16,65,89
1FNAJM35,20,39,7,40,43
1FNBHL19,15,72,11,55,57
1FNBOM186,2,9,1,1,0
1FNFTP05,9,81,20,37,108
1FNGDH01,1,15,1,26,15
1FNJAI108,4,33,4,44,23
1FNJAI54,10,21,9,32,43
1FNJNP08,13,50,20,70,71
1FNKAN46,8,44,13,82,78
1FNKHD07,8,41,5,20,22
1FNKOL89,7,26,2,55,63
1FNLUC73,1,26,8,37,38
1FNMEH52,9,34,8,23,25
1FNMIR14,22,129,19,46,23
1FNPLI13,6,36,9,41,43
1FNPSS06,12,20,6,19,17
1FNRBL19,7,30,9,25,32
1FNSBK07,11,29,13,21,29
1FNVAR58,1,22,6,37,18
1FNVAR87,2,57,7,22,57
1RDNAHM08,5,18,0,29,64
1RDWCHT02,4,43,11,60,79
1RDWUDP14,8,35,8,36,53
1CRGJAH09,9,86,14,94,116
1CRMHMU30,16,52,27,118,117
1CRRJKO02,6,72,12,86,82
1CRRJPA04,6,35,12,42,34
1FNFTP06,11,58,8,57,74
1FNJHU18,6,25,4,26,37
1FNMIR06,8,22,11,56,85
1FNTNK25,5,44,6,60,77
1FWKOL233,9,73,7,46,55
1RDDNGU01,9,34,2,39,57
1CRGJAH02,11,87,13,77,69
1CRGJKA01,4,68,19,147,161
1CRRJJH02,5,43,6,33,41
1CRRJJP24,15,66,9,28,66
1FNALD76,6,33,3,45,42
1FNAMT08,8,38,10,121,73
1FNJNP14,16,44,19,53,67
1FNKAN146,13,27,10,35,67
1FNKSH16,9,33,12,40,37
1FNRBL43,6,20,9,26,27
1FNSUL22,12,39,12,48,32
1RDWJAI30,12,35,2,40,45
1CRHKOCA05,11,16,6,20,44
1CRMHMU66,20,64,25,195,167
1CRRJAJ07,4,50,4,66,87
1CRRJBK03,7,26,7,33,30
1FDCHT15,7,50,10,48,77
1FDSBK15,12,60,11,79,83
1FNHAO04,9,73,19,58,52
1FNPSS04,3,16,4,39,36
1FNRAJ22,13,36,14,57,38
1FNSUL04,10,60,13,66,53
1CRMHMU79,6,44,15,69,107
1DBA03051,19,35,10,27,52
1FDKAN165,11,99,0,0,150
1FDKUT13,4,0,0,0,23
1FDRGH12,2,10,6,158,121
1FNBRM09,4,70,30,32,11
1FNSDT01,3,35,1,28,55
1FNSIK15,5,1,0,0,0
1FNUDP30,2,12,6,15,24
1RDNMEH09,20,40,3,50,46
1CRMHTH13,11,0,0,0,0
1CRRJRS03,8,59,18,107,120
1FDBOM341,8,24,9,139,34
1FNANA34,10,6,9,30,55
1FNPLI05,9,17,4,30,19
1RDDVAR06,8,103,37,140,154
1RDNPTN03,20,43,9,46,47
1RDWBHL02,6,31,15,45,49
1CRHUPKA04,3,50,8,23,103
1CRHUPLU08,5,41,2,47,48
1CRMHTH02,14,78,17,40,80
1FDAHM185,7,50,11,76,50
1FDBHA08,10,42,4,24,45
