,Month 1,Month 2,Month 3,Month 4,Month 5
1FDBNK22,4,120,11,33,61
1FNBIK46,12,64,6,17,33
1FNDEO03,13,107,29,41,42
1FNFZB33,6,47,10,47,81
1FNJHU07,19,81,13,41,54
1FNNGU14,9,36,3,45,16
1FNSIK10,11,10,1,24,25
1FDAJM22,9,44,9,54,57
1FDJDP51,1,42,15,30,40
1FNBHL42,5,15,1,28,26
1FNBNW26,5,61,12,38,56
1FNDUN03,1,19,8,35,52
1FNMRD04,1,5,4,17,6
1FNNGU02,4,28,3,17,14
1FNPRL03,3,24,3,19,30
1FNVAR56,8,37,5,10,6
1RDNUDP01,2,43,13,70,33
1RDWPTP04,23,96,7,62,67
1CRGJGN01,11,43,10,86,68
1CRGJRJ15,5,28,11,98,56
1CRMHMU45,12,152,36,142,65
1CRRJAJ10,20,103,9,178,110
1CRRJJH13,10,41,4,126,101
1FDBDN19,5,25,5,39,29
1FDFZB36,29,80,16,177,291
1FNAJM77,10,39,6,16,27
1FNKOL216,10,66,7,19,13
1FNSBK11,13,20,9,35,46
1FNSUL21,12,68,6,67,30
1CRGJAN04,40,85,2,83,70
1FNALD80,3,26,11,30,11
1FNHAO02,15,103,23,119,97
1FNJHU06,3,17,0,24,16
1FNKOL76,4,8,5,22,25
1FNUDP52,4,38,8,54,68
1RDNMUM99,3,10,2,11,4
1RDWMEH14,8,60,14,69,59
1CRGJJM02,1,59,27,43,9
1CRHUPLU11,18,42,6,30,62
1CRMHMU29,22,91,20,105,88
1FNKOL176,19,59,7,42,48
1FNKOL203,5,35,5,28,37
1FNSBK12,9,27,17,68,57
1RDDLUC01,13,117,21,124,88
1RDWMEH15,6,39,11,33,58
1RDWSTP02,8,46,20,23,74
1CRGJBV01,2,51,5,91,70
1CRHRJKO04,6,38,10,56,60
1CRMHMU49,20,94,19,77,67
1CRMHTH33,15,111,16,147,110
1FDKAN155,8,62,17,37,0
1FNCHU22,10,15,0,0,0
1FNMIR17,3,38,2,23,28
1RDDKAN02,22,68,11,72,97
1CRMHTH22,6,62,10,75,79
1CRRJBN01,10,61,18,94,85
1CRUPLK503,6,34,7,50,83
1CRUPLK01,11,81,4,69,51
1FDNDA04,15,101,20,71,45
1FNBRF03,14,9,3,16,21
1DBA03311,10,24,6,40,46
1CRUPBN01,6,54,7,82,42
1FNAHM78,14,45,19,48,52
1FNKAN105,5,20,6,22,16
1FNKAN76,3,21,2,34,35
1FNVAR90,1,36,7,30,26
1RDNJAI12,3,1,0,51,18
1FNCHU02,8,24,13,16,24
1FNVAR40,11,66,9,48,45
1FNVAR75,1,33,2,27,40
1FNVAR77,5,38,5,26,17
1FNVAR94,5,26,5,17,14
1CRHUPVA09,4,28,5,49,58
1FDKHD25,21,50,5,56,85
1FDMHB02,22,45,14,75,45
1FNAJM80,3,6,2,18,15
1FNVAR15,11,29,11,31,29
1RDDMUM08,3,29,7,32,47
1RDNBDN01,11,33,11,20,8
2CRWBKL15,2,25,1,44,42
1FDESK02,2,25,1,77,24
1FNKOL209,2,8,4,15,6
1FNVAR80,3,66,18,59,37
1RDDMUM19,4,55,14,75,101
1RDWAZM03,6,11,0,1,45
1RDNRAJ08,6,55,12,56,26
1RDWLUC55,10,46,3,44,59
1FNBNW29,1,33,2,22,42
1FNKAN102,26,75,9,23,21
1FNKAN136,5,28,13,26,29
1FNRAJ39,2,28,4,42,41
1CRMHMU57,17,78,28,94,90
1CRRJJP02,5,59,24,69,76
1FDRGH31,7,45,4,9,22
1FNHOG14,17,33,5,48,37
1FNJMG17,5,26,1,79,70
1FNKMR04,15,70,13,79,69
1RDNJAI18,17,79,12,102,100
3CRGJJM02,2,60,13,106,76
1CRGJAH45,5,75,21,107,77
1RDNAHM09,6,28,4,28,35
1RDNRAJ05,8,17,4,53,49
1RDWKOL61,8,55,7,35,36
1FNKOL222,10,68,5,4,17
1FNRAJ19,6,25,8,22,38
1FDJAI78,6,37,16,28,55
1FNAMT33,1,10,7,22,13
1FNBNW22,4,43,4,36,58
1FNRBL24,3,0,12,37,14
1FNSOM01,10,56,14,52,49
1RDDAZM01,8,42,9,68,0
1RDDKAN12,2,20,3,69,59
1FNAMT18,1,34,8,23,6
1FNBHL25,18,66,18,57,19
1FNKAN33,4,53,18,56,58
1FNKOL221,5,44,5,11,33
1FNVAR62,7,66,18,57,54
1RDNKOL54,4,29,0,29,22
1FNFTP09,7,44,7,46,48
1FNKAN176,4,13,0,18,24
1FWKOL235,6,49,32,83,123
1RDNKOL28,4,51,0,22,16
1FNHOG15,2,46,15,29,33
1FNVAR39,2,58,0,19,10
1FNVAR47,7,42,6,53,34
1FNVAR83,7,46,12,40,25
1FWJMG44,5,29,3,40,54
1CRGJJM04,5,33,6,80,135
1CRRJGA03,4,24,11,75,96
1CRUPVA09,5,87,16,98,71
1FDBOM169,5,80,39,160,174
1FNALD82,10,23,3,7,17
1FNDEO02,17,72,21,83,82
1RDDMUM97,13,97,20,59,79
1FNBNW02,7,60,17,68,47
1FNJDP23,6,79,20,81,61
1FNRVN04,7,46,11,23,33
1RDDGZP01,3,88,0,137,121
1RDDMUM14,6,0,0,0,0
1CRMHMU514,9,64,16,75,111
1FNMIR13,1,25,5,14,17
1FNVAR73,1,39,6,137,81
1RDWALD18,2,36,15,56,56
1RDWALD24,4,31,5,43,38
1RDWPTP03,14,77,20,128,109
1CRMHTH42,6,50,24,100,95
1FDBOM189,2,0,0,0,0
1FNKSH09,9,42,5,46,53
1FNMIR18,7,65,9,43,38
1CRMHTH35,4,32,5,32,33
1CRRJJH04,10,50,8,36,41
1FDRGH15,4,25,16,42,15
1FNAHM186,12,67,10,44,65
1FNRBL33,8,40,6,29,47
1RDDPVL01,4,35,26,7,0
1FNBDN04,5,23,11,48,100
1FNJDP18,8,10,13,44,53
1FNKRI08,4,21,6,26,48
1FNSNE02,5,23,11,23,56
1RDDLUC06,10,44,6,95,75
1CRGJAH11,5,89,3,78,61
1DBA09101,9,48,4,43,56
1FDBAH01,22,88,32,104,128
1FDBOM179,10,16,9,72,61
1FDJAI81,4,50,3,55,84
1FDUDP22,3,43,2,28,29
1FNAMT07,9,25,7,44,30
1FNBIK12,3,18,7,16,11
1FNGDH12,8,12,7,23,26
1RDNDWA01,13,28,17,57,29
1CRMHMU05,10,102,25,102,126
1CRRJKO07,4,8,0,51,26
1FDBHL38,2,13,2,25,91
1FDBOM107,17,89,17,40,102
1FNBHR01,25,24,3,42,23
1FNKAN123,6,32,3,41,35
1FNKMR10,14,109,26,51,44
1FNKOL119,4,15,6,20,13
1FNKOT58,12,97,6,35,29
1FNMHG02,13,111,12,69,100
1FNPTN11,3,33,6,28,18
1CRRJUD07,11,122,25,73,65
1FNAHM148,15,28,6,30,39
1FNKCC02,5,0,0,0,0
1FNSBK08,13,34,7,64,65
1RDWJNP03,13,43,9,66,88
3CRRJHG03,4,43,12,26,49
1CRGJAH17,5,69,17,81,83
1FNMEH31,1,7,4,20,25
1RDNKOL48,5,33,5,13,14
1FNANA19,9,56,7,47,37
1FNANA55,3,32,16,59,49
1FWAHM211,1,45,6,38,0
1CRWBBW02,4,47,9,27,36
1FNJAI116,9,17,3,14,12
1FNKAN100,4,40,6,32,58
1FNKOL211,3,0,2,7,12
1FNMRD09,8,5,3,34,45
1FNUNO03,13,35,9,46,70
1RDNKOL56,4,50,2,16,33
1CRHGJMB01,1,50,9,104,114
1CRHUPAL04,16,49,22,132,143
1CRRJAL02,4,61,12,96,109
1FDKOL182,5,46,3,42,60
1FDPOR06,10,22,2,49,40
1FNBOM70,21,15,5,33,33
1FNDAR07,7,22,4,23,33
1FNGZP10,4,42,14,77,59
1FNRVN03,6,99,18,72,62
1FNUDP54,7,15,4,20,10
1RDNRBL04,22,78,26,105,105
1RDWBOM34,4,31,7,20,56
1FDBOM330,25,107,34,139,119
1FDPGS09,8,34,19,58,62
1FNANA61,8,23,2,9,12
1FNBND05,7,22,5,18,19
1FNKOL228,5,21,3,14,5
1FNPTP16,1,26,29,25,16
1FNVAR52,22,111,12,46,53
1CRGJAH46,6,103,14,94,61
1CRMHTH24,6,0,0,6,0
1FDBOM340,14,86,15,77,72
1FDRGH14,5,64,1,35,48
1FNCND03,14,81,20,36,38
1RDWABN06,15,113,17,117,128
1CRGJAH24,2,47,13,67,84
1CRGJRJ502,17,68,22,55,115
1FDBOM263,12,83,19,114,74
1FDBOM324,19,156,42,155,0
1FNBOM63,4,0,0,0,0
1FNJAI152,5,44,14,77,78
1FNSMD10,14,62,17,32,70
1FWKOL226,11,40,0,6,0
1RDDPUN21,5,28,9,53,39
1RDNAHM03,3,25,4,20,14
1RDWCND01,2,37,6,26,58
1RDWJAI38,2,21,9,29,55
1CRGJAH16,17,47,12,111,82
1CRGJGN02,8,37,7,48,70
1CRGJMS04,4,31,5,71,99
1CRMHMU44,10,72,18,135,86
1FNALD75,16,6,11,10,44
1FNKOL153,10,31,10,39,32
1RDDMUM41,23,23,8,19,33
1CRHGJAN04,22,80,20,90,159
1FNAHM82,6,46,11,65,48
1FNALD79,6,42,6,82,108
1FNBOM87,3,26,0,33,41
1FNHAN07,7,32,0,15,16
1FNJAI97,3,8,2,17,32
1FNPGS03,7,19,0,23,23
1RDNLUC35,5,19,4,27,14
1RDWAZM02,11,113,24,109,104
1CRRJCH02,4,45,7,81,62
1CRRJBU04,5,38,7,68,97
1FDBBM02,8,97,9,31,49
1FNANA45,8,14,1,4,4
1FNBND24,4,42,4,13,24
1FNVAR61,8,117,30,73,44
1RDDVAR16,13,75,4,73,69
1RDNUDP10,3,35,3,37,27
1RDWPTP08,7,58,14,129,49
1RDWUDP12,4,77,11,63,32
1FDBIK33,4,76,3,65,24
1FDKOL172,15,59,31,57,51
1FNHOG02,3,9,6,17,19
1FNKCC13,5,31,5,1,7
1FNKHD62,3,48,6,37,27
1FNPRU01,1,49,10,17,75
1FNPTN06,3,14,2,10,11
1FNSUL36,2,46,0,21,82
1FWBIK44,11,65,16,55,31
1RDNALD10,8,37,12,45,44
1CRMHMU31,21,65,10,133,290
1FDALW18,21,51,0,2,0
1FDJMG41,3,28,0,0,0
1FDKOC001,1,49,8,66,85
1FNAHM128,2,19,4,13,27
1FNGKP17,5,62,16,56,47
1FNPOR01,13,49,8,56,21
1FDBOM349,26,10,10,32,22
1FNANA33,14,39,3,24,28
1RDDMUM66,5,35,4,35,16
1RDWVAR24,2,108,22,40,57
1CRGJAH37,9,9,9,71,55
1CRRJBP05,19,63,6,104,116
1CRRJKO03,12,74,13,73,72
1FDBOM237,4,15,8,34,27
1FNBRM01,13,31,13,19,25
1FNRBL22,8,70,6,40,60
1FNRBL31,11,47,9,71,60
1FNSOU03,2,20,11,23,36
1FDBOM391,13,45,2,24,20
1FNAHM119,5,34,3,31,20
1FNALD111,11,93,11,12,7
1FNHOW02,7,54,5,46,45
1RDDKAN11,10,19,11,42,45
1RDNAHM06,6,25,6,20,65
1CRUPVA07,7,65,2,48,61
1FNKAN42,5,33,14,84,81
1FNKUT06,22,46,0,0,33
1FNMEH56,4,25,4,17,39
1CRGJAH501,8,24,12,40,34
1CRRJJP22,8,95,14,74,73
1CRWBHG501,5,30,4,30,32
1FDBOT01,10,39,4,29,43
1FNANA20,12,63,7,41,33
1FNFZB34,6,41,8,49,15
1FNPTN10,9,9,1,11,20
1FWAHM197,5,35,1,44,46
1RDNRAJ07,8,18,9,31,26
1RDWKOL62,6,46,9,35,66
1CRGJAH26,5,60,19,122,74
1CRHUPKA07,4,46,8,38,53
1CRMHMU10,22,95,8,68,59
1FDALW10,17,37,6,36,24
1FDBOM355,14,38,8,26,109
1FNFZB25,12,50,5,51,38
1RDNKAN15,4,18,8,28,31
1CRGJKH02,5,32,2,106,102
1CRRJJP20,1,46,12,68,54
1FNALD62,7,26,0,27,40
1FNBDN03,7,37,9,40,46
1FNJUN02,3,17,3,22,12
1FNKAN181,21,116,9,66,42
1FNKHD17,2,21,4,14,10
1FNVAR49,2,11,3,40,23
1RDNKOL31,6,24,7,19,234
1CRGJPO01,4,43,5,168,113
1CRMHTH21,11,49,15,50,96
1FDBOM338,18,30,7,31,42
1FNAJM38,7,10,4,39,36
1FNFZB27,19,52,11,71,76
1FNJUN06,1,5,1,7,8
1FNKOL113,10,36,23,18,24
1FNRBL37,19,34,16,56,65
1RDNMEH05,9,31,12,38,42
1RDNSIL04,1,30,3,35,41
1RDWBOM18,5,47,22,72,79
1CRRJJH06,1,34,9,53,38
1FDDAU21,4,28,8,6,33
1FNKUT11,2,32,0,25,27
1RDDMUM34,4,31,13,59,53
1RDNAHM02,1,17,4,24,12
1RDNRAJ04,11,41,10,27,53
1RDWBDN02,9,58,18,66,56
1FDBOM283,17,58,7,56,89
1FDBOM313,5,76,11,7,0
1FDKAN148,22,60,6,53,80
1FNBOM62,1,24,10,44,45
1FNGAN02,1,13,12,25,25
1FNJDP35,13,43,12,32,51
1FNKAN131,4,61,15,23,56
1RDDKOL49,6,38,6,45,36
1RDNKOL09,2,21,8,18,23
1FDBOM160,10,67,12,3,0
1FDUDP25,15,33,11,44,48
1FNAHM118,3,49,4,28,34
1FNAJM72,6,16,4,22,34
1FNKOL135,1,22,1,13,24
1FNKOL134,2,21,0,19,10
1FNKOL131,3,20,2,14,16
1FNKOL207,4,34,2,13,16
1FNKOL244,6,11,4,15,31
1FNRGH04,5,35,11,25,44
1RDNKOL10,3,26,1,14,14
1RDWKOL64,3,24,11,53,45
1CRHRJAJ03,3,48,11,39,158
1CRRJUD01,13,96,11,106,94
1FDKOL178,3,17,0,12,6
1FNBOM91,6,14,6,36,56
1FNJMG15,2,25,5,58,41
1FNKOL217,8,36,8,46,32
1RDNKOL04,1,9,3,5,9
1VW719501,1,16,4,26,24
1CRGJKH08,11,61,6,67,74
1CRMHTH43,9,123,19,101,92
1CRRJGA05,6,61,4,49,45
1CRUPLK13,3,36,11,10,60
1FDTRP02,7,9,10,72,20
1FNJAI118,5,29,13,9,17
1FNJNP07,19,127,13,122,110
1FNKOL108,2,39,7,31,23
1FNKOL199,9,20,9,32,45
1FNUDP36,5,40,25,44,34
1FNVAR81,7,49,9,43,26
1RDWKOT03,4,33,12,31,38
1CRGJAH34,7,67,12,63,58
1CRHRJKO03,5,47,7,35,65
1FDBOM178,3,27,8,35,132
1FNAHM116,5,23,5,24,19
1FNRAJ15,9,22,5,20,33
1FNUDP37,4,21,8,23,61
1RDDMUM15,17,130,24,121,28
3CRUPGR01,3,44,8,85,45
1CRGJAH19,13,53,18,53,43
1CRMHMU14,7,72,22,158,73
1CRMHMU508,15,74,11,83,76
1CRRJBK02,20,106,20,122,125
1FNKAN98,3,33,6,49,27
1FNSIK06,3,24,0,26,16
1FWADR02,2,0,11,26,59
1RDDMUM21,10,19,14,44,29
1RDWJNP02,7,58,39,168,235
1CRGJRJ13,1,70,22,82,102
1CRUPKN15,1,75,2,50,101
1FDBOM151,14,51,7,53,52
1FDBOM211,11,52,8,68,48
1FDBOM216,5,66,17,44,56
1FDKOL122,3,35,14,17,38
1FNAHM71,8,15,1,22,45
1FNRBL39,15,43,22,42,36
1RDDMUM43,5,55,7,59,98
1RDWBOM42,1,58,10,100,98
1RDWBOM54,14,107,8,69,74
1CRHUPKA08,2,33,24,25,32
1CRMHMU23,6,62,18,68,79
1FDBOM386,5,13,4,13,18
1FDDAR08,6,42,8,43,37
1FNKAN35,4,46,7,19,26
1RDNKOL29,8,46,11,17,19
1CRGJKA06,12,72,12,63,92
1CRRJJH03,10,126,27,58,149
1FDJAI74,15,53,8,48,65
1FNFZB15,9,50,6,59,33
1RDNAMB01,3,55,1,12,21
1RDNBEH01,3,51,19,34,86
1RDNKOL18,9,51,14,45,31
1CRRJAL05,3,8,0,25,6
1CRUPKN11,3,47,0,52,38
1FNBNW14,4,18,4,19,15
1RDWAHM56,3,88,24,46,48
1CRHUPVA02,4,30,1,41,52
1CRMHMU504,23,65,29,100,105
1CRMHTH12,8,72,25,79,95
1CRRJKR01,2,37,17,117,78
1FDBOM212,6,14,5,28,44
1FNAHM162,4,19,9,25,37
1FNAHM69,7,23,2,44,35
1FNANA57,3,18,3,20,18
1FNKAN104,14,58,9,33,18
1FNKHD04,8,26,1,9,69
1FNKRI02,8,24,4,80,95
1RDDKOL02,2,37,21,59,33
1RDDMUM58,14,25,11,40,79
1RDNBOM05,16,38,10,53,39
1DBA09181,2,12,1,26,56
1FDAHM172,7,62,17,48,59
1FDBOM382,7,24,3,0,0
1FDCTR02,14,56,8,47,40
1FNAMT17,10,59,9,45,47
1FNBNK06,2,12,3,0,3
1FNBOM118,7,9,15,31,36
1FNKOL243,4,15,5,13,8
1FNSIK07,7,20,3,23,28
1FDBNK15,8,49,11,64,50
1FDBOM120,9,45,8,36,37
1FNDDN01,5,22,7,27,64
1FNPTN04,7,19,2,26,20
1FNRBL16,10,28,1,37,22
1FNUNO04,12,45,19,91,70
1FNVAR69,4,59,8,51,51
1RDWJAI42,6,42,11,71,96
1CRUPLK502,4,40,9,131,89
1FDKOL128,3,41,7,38,17
1FNDUN04,8,17,9,25,25
1FNKHD43,6,13,0,29,45
1FNKOL149,3,17,0,14,18
1RDDMUM09,6,31,17,46,49
1RDNKOL33,2,16,0,12,16
1RDWIMP01,4,58,7,23,40
1FNKOL110,3,17,5,5,8
1FNUDP33,7,29,4,16,21
1RDDMUM89,28,124,13,91,125
1RDWLUC43,1,38,13,47,43
1RDWPTP02,16,44,11,73,87
2CRUPLK13,12,33,6,41,43
3CRRJJH07,11,75,14,65,74
1CRGJAH31,4,73,23,107,96
1CRGJAH48,12,47,3,49,58
1CRGJMS03,8,24,4,69,61
1CRGJKH04,8,53,13,202,299
1CRHGJAH03,13,66,7,101,64
1CRHUPLU06,7,42,16,98,73
1CRMHMU16,6,36,11,46,45
1CRMHTH20,1,0,9,46,59
1CRMHTH17,8,43,4,48,53
1CRMHTH03,6,26,7,38,48
1CRMHTH37,1,49,13,77,81
1CRMHTH40,8,43,3,52,59
1CRMHTH44,4,34,4,164,136
1CRRJDA01,6,48,11,22,70
1CRRJUD04,9,127,2,58,165
1CRUPKN05,6,79,22,68,59
1CRUPKN09,3,36,4,62,70
1CRUPLK06,8,94,4,38,38
1CRUPST01,6,36,2,51,64
1DBA04741,1,24,1,30,65
1FDJAI126,7,21,3,77,36
1FDJNP15,16,59,11,25,111
1FNANA67,3,37,9,25,31
1FNBHL30,4,22,1,28,62
1FNBOM98,9,25,5,29,9
1FNKAN119,7,16,20,43,31
1FNMIR11,1,29,10,36,25
1CRRJBU02,17,102,20,102,105
1FNAJM34,7,25,6,37,30
1FNCHU06,17,53,11,32,40
1RDDMUM32,4,28,18,67,43
1RDNKOL05,1,49,10,31,48
1RDWMUM94,10,38,12,20,0
1RDWMHB01,9,74,24,106,59
1CRGJRJ10,3,33,9,61,52
1FDAJM55,15,33,6,33,28
1FDBOM395,9,44,12,40,34
1FDBOM394,18,42,17,43,37
1FDCHT19,6,29,11,27,37
1FDKAN164,3,9,12,52,44
1FNAHM155,1,28,0,19,22
1FNBND15,6,44,24,27,17
1FNKAN145,9,74,4,10,25
1FNKHD63,10,22,3,15,23
1RDDALD01,14,52,19,95,46
1RDDMUM07,4,8,6,26,18
1RDNMUM55,2,13,4,14,23
1VW702401,6,11,10,57,49
2CRGJKH11,14,35,2,61,57
1CRHGJME02,6,58,9,47,60
1FDBOT04,16,56,1,98,46
1FNBOM82,4,28,3,18,34
1FNFTP04,5,87,14,35,26
1FNGKP16,14,73,25,95,81
1FNKOL143,3,16,3,23,13
1RDDMUM03,8,62,12,123,57
1RDNAJM10,8,32,6,18,20
1RDNJMG07,3,20,3,58,26
1CRMHTH10,3,77,19,102,124
1FDKOL187,3,24,6,23,72
1FNBIK07,3,33,3,38,60
1FNJAI123,15,14,1,19,21
1FNJAI65,4,19,2,45,44
1FNKHD23,1,18,4,12,14
1FNSDR07,7,29,4,21,22
1FWJMG42,8,46,6,37,33
1RDNAHM17,8,27,5,19,16
1FDBIK38,2,13,3,17,25
1FDBOM291,15,146,0,33,25
1FDJMG34,2,13,5,12,16
1FNALD28,4,25,5,19,37
1FNAMR10,3,10,1,12,17
1FNBNW16,5,48,5,32,78
1FNKAN32,6,25,4,48,43
1FNKHD15,8,28,3,28,22
1FNKOL201,5,34,5,28,56
1FNSNE03,2,16,4,26,45
1RDNMUM44,2,22,30,16,12
1RDWKOL71,4,38,7,47,63
1CRMHMU08,8,87,19,78,74
1CRRJJH01,2,42,5,59,45
1FDBOM415,3,0,0,0,0
1FNJMG28,8,20,3,16,5
1FNJUN12,3,16,2,30,32
1FNKHD61,7,33,3,23,29
1FDAJM46,1,35,6,52,57
1FDBOM113,6,38,4,21,27
1FDBOM398,2,37,9,0,0
1FDJAI73,5,23,3,25,30
1FDRGH39,9,127,16,89,67
1FNALD34,10,28,6,26,35
1FNANA49,11,23,4,20,15
1FWKOL231,12,41,28,41,45
1RDWBBN01,11,32,12,44,63
1CRGJBV02,4,58,11,59,75
1CRMHTH41,14,75,14,94,83
1FDBOM105,3,66,16,61,36
1FDBOM281,13,44,7,28,0
1FNBIK11,9,30,21,83,49
1RDDKAN08,12,50,9,56,48
1CRMHMU74,13,64,19,64,50
1CRRJJW01,2,0,0,1,0
1FNKOL139,6,28,10,36,35
1FNKOL195,7,19,8,27,18
1RDNMEH02,5,14,3,17,40
1CRRJJP27,15,91,19,68,47
1FNABN36,11,26,8,38,39
1FNJMG21,3,8,1,14,7
1FNKAN95,10,69,10,94,92
1FNRBL40,5,36,11,46,25
1FNRVN07,13,114,21,44,36
1CRHRJJO01,3,42,12,69,70
1CRMHMU76,5,43,13,43,65
1FDBOM150,3,14,18,49,57
1FDBOM393,3,19,7,48,74
1FDRGH32,19,52,14,53,63
1FNJDP26,19,41,0,22,21
1FNKOL85,7,17,11,18,17
1FNSUL30,1,40,2,15,31
1FNVAR91,3,45,12,18,33
1RDDMUM72,7,34,25,37,0
1RDDPUN29,13,46,23,104,43
1FNDEO04,3,32,20,31,54
1FNKSH08,8,85,9,43,14
1FNVAR46,13,108,14,46,57
1RDNJAI04,10,41,3,29,23
1CRUPVA01,10,82,10,143,116
1FDGGN11,1,24,4,43,54
1RDNKOL50,6,40,3,26,26
1RDDMUM01,2,16,11,31,42
1RDWFZB11,9,50,13,56,73
1FDKOL60,7,23,6,35,0
1FNGKP15,15,36,8,20,47
1FWTNA04,3,43,0,38,43
1RDNSIK01,12,51,16,29,72
1RDWUDP16,13,40,3,38,57
1CRHRJUD04,6,47,8,46,80
1FNDUN17,4,21,1,16,41
1FNJAI107,6,19,0,27,6
1FNKOT07,17,22,2,47,21
1CRMHMU21,5,36,3,60,44
1CRMHMU33,16,66,4,100,108
1FDJAI75,5,14,6,14,17
1FDKUT15,2,21,11,53,34
1FNBOM96,10,35,7,47,103
1FNBOM97,6,28,7,46,88
1RDDALD06,15,46,6,44,97
1RDDMUM29,10,46,18,76,61
1CRMHMU72,11,58,24,103,73
1FDKAN169,7,31,5,59,73
1FNBHT17,2,15,0,7,49
1FNKOL231,12,25,7,11,18
1FNSKN04,4,25,4,45,25
1FNANA21,8,23,7,24,40
1FNBND25,7,66,7,42,37
1FNDIM04,4,18,3,20,26
1FNFZB14,11,34,3,67,43
1FNJAI138,7,29,8,18,7
1FDKAN154,26,95,11,27,105
1FNKAN38,8,84,28,59,103
1FNPTP37,2,2,5,25,25
1FNVAR66,5,28,10,48,32
1RDNGKP03,6,88,11,84,96
1CRASKR01,2,32,7,41,55
1CRRJJP06,6,54,17,154,12
1FDBOM248,2,15,2,25,22
1FNKAN78,10,32,8,83,69
1FNKMR11,10,21,4,14,54
1FWTNA03,6,40,8,43,34
1CRMHMU512,5,85,29,111,122
1CRRJJP10,10,70,22,75,99
1FDKAN158,15,65,19,71,39
1FNAJM81,7,26,6,23,42
1FNAMT09,2,23,3,17,11
1FNHOG04,6,21,6,22,30
1FNMRD15,1,0,2,29,39
1FNNEA01,1,31,3,17,26
1FNSNE05,1,71,43,195,102
1FNJOR04,2,15,6,16,21
1FNKOT49,10,23,6,28,18
1RDNJDP03,5,55,14,56,60
1CRMHMU58,14,47,13,47,80
1FDBDN07,7,45,15,48,70
1FNDUN16,3,48,21,40,160
1FNKHD36,3,27,7,27,20
1FDPLI10,12,40,14,32,55
1FNKCC07,2,14,2,6,17
1FNRSM02,14,36,1,33,38
1FNSBK13,16,21,17,28,44
1FWAJM01,6,52,5,49,46
1RDNAJM06,4,25,8,31,30
1RDNUDP07,2,31,4,11,54
1RDWDEO01,2,90,8,35,45
1CRGJAN05,1,37,9,19,67
1FNAHM94,2,25,6,9,18
1CRMHMU02,13,60,26,112,231
1RDDMUM90,10,36,18,33,34
1CRMHMU503,6,10,7,49,67
1FNAMT32,8,32,8,62,75
1FNBDN24,4,16,2,21,21
1FNKOL137,8,14,6,19,17
1RDNGZP03,6,44,8,57,47
1RDWPGS01,4,79,20,104,90
1DBA07841,1,17,3,20,64
1FDBHL41,3,18,3,0,0
1FNKOL129,7,32,12,24,27
1FNSOU01,6,27,9,33,75
1RDDMUM76,10,24,5,22,20
1CRMHTH08,14,80,18,96,55
1CRRJJL02,7,52,6,49,55
1CRRJUD06,11,87,2,66,33
1FNALD128,2,33,1,17,27
1FNALD93,5,21,7,36,35
1FNHOG07,3,47,8,21,36
1FNJAI90,6,29,11,70,30
1FNJOR03,9,23,8,32,27
1RDNALW02,2,22,4,31,35
1RDWKOT05,7,6,0,16,33
1CRRJKO01,10,103,5,46,65
1FNJLR10,19,45,14,14,27
1FWALD133,4,20,0,22,46
1FNALD70,6,54,16,33,37
1FNBNW09,1,29,11,17,39
1FNJAI119,5,8,2,19,10
1FNHAO05,9,36,9,23,24
1FNJAI49,11,24,6,21,58
1RDWBOM21,4,14,0,0,0
1CRUPLK12,3,64,8,40,42
1FNFTP26,3,32,6,39,31
1FNJDP37,3,10,2,21,20
1FNKOL106,2,40,9,29,25
1FWTNA02,12,58,12,12,0
1RDWLUC49,1,30,17,49,64
1RDWSDR01,8,36,8,48,54
1FDDAR01,2,23,5,17,12
1FNMEH44,4,12,0,7,21
1FNSUL08,11,70,9,55,25
1RDNKOL23,16,41,11,73,44
1FDTNK20,9,64,11,46,96
1FNVAR50,4,42,29,118,47
1RDNLUC36,6,33,1,17,22
1CRMHMU18,9,62,17,106,31
1FDJAI71,19,21,6,26,56
1FDKHD03,2,11,0,17,27
1FNJAI55,4,43,22,54,55
1RDNJAI22,4,75,13,89,44
1FDAJM57,18,89,34,45,124
1FNAZM11,1,34,7,63,23
1FNBNK01,10,25,7,104,36
1FNKOT43,10,22,6,22,23
1RDNANA05,9,7,0,14,21
1RDWBOM16,4,53,7,49,63
1FDBOM282,3,19,2,0,0
1FNANA46,3,24,3,7,12
1FNANA63,3,3,3,19,28
1FNBHL18,2,39,7,30,48
1FNJDP54,5,59,10,40,23
3CRRJCU06,6,35,11,64,54
1CRGJAH05,4,73,15,116,143
1CRGJAN08,3,37,10,112,92
1CRRJBM04,18,54,14,41,52
1CRRJJP15,6,67,9,77,62
1FDBOM154,10,86,17,48,30
1FNANA28,5,39,9,27,8
1RDNAHM32,1,22,2,26,20
1FNANA01,6,16,5,34,33
1FNKOL146,4,35,1,19,59
1CRGJAH36,2,61,8,73,51
1FDALW16,6,29,10,56,73
1FNGGN02,3,9,4,14,13
1RDWKOL73,1,58,6,41,52
1CRRJJO10,7,50,6,59,69
1FDKOL166,6,33,4,38,37
1FNANA50,7,16,4,24,33
1FNDUN08,6,6,3,22,15
1FNKAN94,7,28,8,4,55
1FNWTP04,4,12,5,22,22
1RDWJAI32,3,54,14,73,59
1FNJHU08,2,17,2,27,27
1FNKOL230,4,21,10,23,42
1FNBOM95,1,35,3,22,21
1RDNJAI19,5,33,11,33,74
3CRRJJO08,14,89,11,114,69
